event_id,ts,video_rel,false_trigger,notes,reviewed_at,species,movement,count
216,2025-10-14 20:05:28,25  10  14  10  40\216.mp4,0,,2026-01-28T10:32:08,Chinook,Up,1.0
217,2025-10-14 20:13:33,,0,,2026-01-28T10:32:11,Non fish,Stay,1.0
218,2025-10-14 20:13:47,25  10  14  10  40\218.mp4,0,,2026-01-28T10:32:46,Chinook,Up,1.0
219,2025-10-14 20:15:27,25  10  14  10  40\219.mp4,0,,2026-01-28T10:33:04,Chinook,Up,1.0
220,2025-10-14 20:54:18,25  10  14  10  40\220.mp4,0,,2026-01-28T10:33:22,Chinook,Up,1.0
221,2025-10-14 20:59:46,25  10  14  10  40\221.mp4,0,,2026-01-28T10:33:40,Chinook,Up,1.0
222,2025-10-14 21:22:07,25  10  14  10  40\222.mp4,0,,2026-01-28T10:33:58,Chinook,Up,1.0
223,2025-10-14 22:02:22,25  10  14  10  40\223.mp4,0,,2026-01-28T10:34:16,Chinook,Up,1.0
224,2025-10-14 22:39:27,25  10  14  10  40\224.mp4,0,,2026-01-28T10:34:35,Chinook,Up,1.0
225,2025-10-14 22:53:46,25  10  14  10  40\225.mp4,0,,2026-01-28T10:34:59,Chinook,Up,1.0
226,2025-10-14 23:01:00,25  10  14  10  40\226.mp4,0,,2026-01-28T10:35:18,Chinook,Up,1.0
227,2025-10-14 23:29:15,,0,,2026-01-28T10:35:21,Non fish,Stay,1.0
228,2025-10-14 23:29:18,25  10  14  10  40\228.mp4,0,,2026-01-28T10:36:20,Chinook,Up,2.0
229,2025-10-15 00:11:11,25  10  14  10  40\229.mp4,0,,2026-01-28T10:41:42,Chinook,Up,1.0
230,2025-10-15 00:17:05,25  10  14  10  40\230.mp4,0,A,2026-01-28T10:42:30,Chinook,Stay,1.0
231,2025-10-15 00:51:11,25  10  14  10  40\231.mp4,0,,2026-01-28T10:43:11,Non fish,Down,1.0
232,2025-10-15 01:02:03,25  10  14  10  40\232.mp4,0,,2026-01-28T10:43:38,Chinook,Stay,2.0
233,2025-10-15 01:03:53,25  10  14  10  40\233.mp4,0,A,2026-01-28T10:44:18,Chinook,Stay,2.0
233,2025-10-15 01:03:53,25  10  14  10  40\233.mp4,0,A,2026-01-28T10:44:18,Chinook,Up,1.0
234,2025-10-15 01:24:38,25  10  14  10  40\234.mp4,0,,2026-01-28T10:44:42,Chinook,Stay,1.0
235,2025-10-15 01:32:00,25  10  14  10  40\235.mp4,0,,2026-01-28T10:45:02,Chinook,Up,1.0
236,2025-10-15 02:25:21,25  10  14  10  40\236.mp4,0,,2026-01-28T10:45:22,Chinook,Up,1.0
237,2025-10-15 02:51:34,25  10  14  10  40\237.mp4,0,,2026-01-28T10:45:40,Chinook,Up,1.0
238,2025-10-15 02:58:07,25  10  14  10  40\238.mp4,0,,2026-01-28T10:45:58,Chinook,Up,1.0
239,2025-10-15 03:22:19,25  10  14  10  40\239.mp4,0,A,2026-01-28T10:46:26,Chinook,Stay,1.0
240,2025-10-15 03:38:54,25  10  14  10  40\240.mp4,0,,2026-01-30T11:08:31,Chinook,Up,1.0
241,2025-10-15 04:14:45,25  10  14  10  40\241.mp4,0,,2026-01-28T10:47:34,Chinook,Up,1.0
242,2025-10-15 04:29:21,25  10  14  10  40\242.mp4,0,,2026-01-28T10:47:53,Chinook,Up,1.0
243,2025-10-15 04:50:02,25  10  14  10  40\243.mp4,0,,2026-01-28T10:48:13,Chinook,Up,1.0
244,2025-10-15 06:12:32,,0,,2026-01-28T11:24:34,Non fish,Stay,1.0
245,2025-10-15 06:12:45,25  10  14  10  40\245.mp4,0,,2026-01-28T11:25:07,Chinook,Down,1.0
246,2025-10-15 06:12:59,25  10  14  10  40\246.mp4,0,,2026-01-28T11:25:20,Chinook,Down,1.0
247,2025-10-15 06:13:23,25  10  14  10  40\247.mp4,0,,2026-01-28T11:25:44,Non fish,Down,1.0
248,2025-10-15 06:13:42,25  10  14  10  40\248.mp4,0,,2026-01-28T11:25:58,Chinook,Stay,1.0
249,2025-10-15 06:14:09,25  10  14  10  40\249.mp4,0,,2026-01-28T11:26:15,Non fish,Down,1.0
250,2025-10-15 06:14:29,25  10  14  10  40\250.mp4,0,,2026-01-28T11:26:32,Chinook,Down,1.0
251,2025-10-15 06:14:44,,0,,2026-01-28T11:26:36,Non fish,Stay,1.0
252,2025-10-15 06:14:56,25  10  14  10  40\252.mp4,0,,2026-01-28T11:27:01,Chinook,Stay,1.0
253,2025-10-15 06:18:24,25  10  14  10  40\253.mp4,0,,2026-01-28T11:27:17,Chinook,Stay,1.0
254,2025-10-15 06:18:47,25  10  14  10  40\254.mp4,0,,2026-01-28T11:27:34,Non fish,Down,1.0
255,2025-10-15 06:19:06,25  10  14  10  40\255.mp4,0,,2026-01-28T11:27:49,Chinook,Stay,1.0
256,2025-10-15 07:08:53,,0,,2026-01-28T11:27:52,Non fish,Stay,1.0
257,2025-10-15 07:09:04,25  10  14  10  40\257.mp4,0,,2026-01-28T11:28:10,Chinook,Down,1.0
258,2025-10-15 07:42:57,,0,,2026-01-28T11:28:14,Non fish,Stay,1.0
259,2025-10-15 07:43:06,25  10  14  10  40\259.mp4,0,,2026-01-28T11:28:34,Chinook,Down,1.0
260,2025-10-15 07:44:10,,0,,2026-01-28T11:28:38,Non fish,Stay,1.0
261,2025-10-15 07:44:18,25  10  14  10  40\261.mp4,0,A,2026-01-28T11:29:19,Chinook,Stay,2.0
262,2025-10-15 07:56:11,25  10  14  10  40\262.mp4,0,,2026-01-28T11:29:30,Chinook,Down,1.0
263,2025-10-15 08:03:35,25  10  14  10  40\263.mp4,0,,2026-01-28T11:29:45,Chinook,Up,1.0
264,2025-10-15 08:04:41,25  10  14  10  40\264.mp4,0,,2026-01-28T11:30:00,Chinook,Up,1.0
265,2025-10-15 08:05:19,25  10  14  10  40\265.mp4,0,,2026-01-28T11:30:15,Chinook,Up,1.0
266,2025-10-15 08:05:53,25  10  14  10  40\266.mp4,0,,2026-01-28T11:30:29,Chinook,Up,1.0
267,2025-10-15 08:19:04,25  10  14  10  40\267.mp4,0,,2026-01-28T11:30:44,Chinook,Down,1.0
268,2025-10-15 08:23:09,25  10  14  10  40\268.mp4,0,,2026-01-28T11:31:04,Chinook,Down,1.0
269,2025-10-15 08:24:13,25  10  14  10  40\269.mp4,0,,2026-01-28T11:31:19,Chinook,Up,1.0
270,2025-10-15 08:25:27,25  10  14  10  40\270.mp4,0,,2026-01-28T11:32:07,Rainbow,Up,1.0
271,2025-10-15 08:34:51,25  10  14  10  40\271.mp4,0,,2026-01-28T11:32:31,Chinook,Stay,1.0
272,2025-10-15 08:35:09,25  10  14  10  40\272.mp4,0,,2026-01-28T11:32:58,Non fish,Down,1.0
273,2025-10-15 08:54:10,25  10  14  10  40\273.mp4,0,,2026-01-28T11:33:14,Chinook,Stay,1.0
274,2025-10-15 08:55:18,25  10  14  10  40\274.mp4,0,,2026-01-28T11:33:28,Chinook,Up,2.0
275,2025-10-15 09:04:51,25  10  14  10  40\275.mp4,0,,2026-01-28T11:33:43,Chinook,Up,1.0
276,2025-10-15 09:19:58,25  10  14  10  40\276.mp4,0,,2026-01-28T11:33:58,Chinook,Up,1.0
277,2025-10-15 09:20:21,,0,,2026-01-28T11:34:01,Non fish,Stay,1.0
278,2025-10-15 09:20:27,25  10  14  10  40\278.mp4,0,,2026-01-28T11:34:19,Chinook,Down,1.0
279,2025-10-15 09:25:00,,0,,2026-01-28T11:34:23,Non fish,Stay,1.0
280,2025-10-15 09:25:06,,0,,2026-01-28T11:34:27,Non fish,Stay,1.0
281,2025-10-15 09:25:09,25  10  14  10  40\281.mp4,0,,2026-01-28T11:34:45,Chinook,Up,2.0
282,2025-10-15 09:28:41,25  10  14  10  40\282.mp4,0,,2026-01-28T11:34:59,Chinook,Up,1.0
283,2025-10-15 09:31:07,25  10  14  10  40\283.mp4,0,,2026-01-28T11:35:14,Chinook,Up,1.0
284,2025-10-15 09:38:30,25  10  14  10  40\284.mp4,0,,2026-01-28T11:35:29,Chinook,Up,1.0
285,2025-10-15 09:46:18,25  10  14  10  40\285.mp4,0,,2026-01-28T11:35:46,Chinook,Up,1.0
286,2025-10-15 09:52:01,25  10  14  10  40\286.mp4,0,,2026-01-28T11:36:00,Chinook,Up,1.0
287,2025-10-15 09:52:45,25  10  14  10  40\287.mp4,0,,2026-01-28T11:36:14,Chinook,Up,1.0
288,2025-10-15 09:53:45,25  10  14  10  40\288.mp4,0,,2026-01-28T11:36:31,Chinook,Up,1.0
289,2025-10-15 09:57:22,25  10  14  10  40\289.mp4,0,,2026-01-28T11:36:45,Chinook,Up,1.0
290,2025-10-15 10:02:28,25  10  14  10  40\290.mp4,0,,2026-01-28T11:36:59,Chinook,Up,1.0
291,2025-10-15 10:03:40,25  10  14  10  40\291.mp4,0,,2026-01-28T11:37:14,Chinook,Up,1.0
292,2025-10-15 10:10:10,25  10  14  10  40\292.mp4,0,,2026-01-28T11:37:44,Coho,Up,1.0
293,2025-10-15 10:17:08,25  10  14  10  40\293.mp4,0,,2026-01-28T11:38:01,Chinook,Up,1.0
294,2025-10-15 10:17:52,25  10  14  10  40\294.mp4,0,,2026-01-28T11:38:14,Chinook,Up,1.0
295,2025-10-15 10:25:50,25  10  14  10  40\295.mp4,0,,2026-01-28T11:38:29,Chinook,Up,2.0
296,2025-10-15 10:28:52,25  10  14  10  40\296.mp4,0,,2026-01-28T11:38:42,Chinook,Up,1.0
297,2025-10-15 10:34:52,,0,,2026-01-28T11:38:45,Non fish,Stay,1.0
298,2025-10-15 10:35:02,25  10  14  10  40\298.mp4,0,,2026-01-28T11:39:06,Chinook,Down,1.0
299,2025-10-15 10:35:10,25  10  14  10  40\299.mp4,0,,2026-01-28T11:39:20,Chinook,Up,1.0
300,2025-10-15 10:35:47,25  10  14  10  40\300.mp4,0,,2026-01-28T11:39:35,Chinook,Up,2.0
301,2025-10-15 10:36:38,25  10  14  10  40\301.mp4,0,,2026-01-28T11:39:50,Chinook,Down,1.0
302,2025-10-15 10:37:45,25  10  14  10  40\302.mp4,0,,2026-01-28T11:40:06,Chinook,Down,1.0
303,2025-10-15 10:38:23,25  10  14  10  40\303.mp4,0,,2026-01-28T11:40:20,Chinook,Up,1.0
304,2025-10-15 10:41:32,25  10  14  10  40\304.mp4,0,,2026-01-28T11:40:34,Chinook,Up,1.0
305,2025-10-15 10:52:35,25  10  14  10  40\305.mp4,0,,2026-01-28T11:41:25,Rainbow,Up,1.0
306,2025-10-15 10:53:17,25  10  14  10  40\306.mp4,0,,2026-01-28T11:41:39,Chinook,Up,1.0
307,2025-10-15 11:00:26,25  10  14  10  40\307.mp4,0,,2026-01-28T11:41:53,Chinook,Up,1.0
308,2025-10-15 11:01:41,25  10  14  10  40\308.mp4,0,,2026-01-28T11:42:10,Chinook,Stay,1.0
308,2025-10-15 11:01:41,25  10  14  10  40\308.mp4,0,,2026-01-28T11:42:10,Chinook,Up,1.0
309,2025-10-15 11:01:59,25  10  14  10  40\309.mp4,0,,2026-01-28T11:42:23,Chinook,Up,1.0
310,2025-10-15 11:06:22,25  10  14  10  40\310.mp4,0,,2026-01-28T11:42:38,Chinook,Up,1.0
311,2025-10-15 11:07:40,25  10  14  10  40\311.mp4,0,,2026-01-28T11:42:53,Chinook,Up,1.0
312,2025-10-15 11:13:35,25  10  14  10  40\312.mp4,0,,2026-01-28T11:43:06,Chinook,Up,1.0
313,2025-10-15 11:13:57,25  10  14  10  40\313.mp4,0,A,2026-01-28T11:43:49,Chinook,Stay,1.0
314,2025-10-15 11:21:11,25  10  14  10  40\314.mp4,0,A,2026-01-28T11:44:22,Chinook,Stay,1.0
315,2025-10-15 11:26:39,25  10  14  10  40\315.mp4,0,,2026-01-28T11:44:18,Chinook,Up,1.0
316,2025-10-15 11:28:12,25  10  14  10  40\316.mp4,0,,2026-01-28T11:44:37,Chinook,Up,1.0
317,2025-10-15 11:28:34,25  10  14  10  40\317.mp4,0,,2026-01-28T11:44:52,Chinook,Up,1.0
318,2025-10-15 11:29:07,25  10  14  10  40\318.mp4,0,,2026-01-28T11:45:35,Coho,Up,1.0
319,2025-10-15 11:29:42,25  10  14  10  40\319.mp4,0,,2026-01-28T11:45:50,Chinook,Up,2.0
320,2025-10-15 11:30:56,25  10  14  10  40\320.mp4,0,,2026-01-28T11:46:31,Chinook,Up,1.0
321,2025-10-15 11:35:00,25  10  14  10  40\321.mp4,0,,2026-01-28T11:46:44,Chinook,Up,1.0
322,2025-10-15 11:40:03,25  10  14  10  40\322.mp4,0,,2026-01-28T11:46:57,Chinook,Up,1.0
323,2025-10-15 11:40:23,25  10  14  10  40\323.mp4,0,,2026-01-28T11:47:11,Chinook,Up,1.0
324,2025-10-15 11:42:14,25  10  14  10  40\324.mp4,0,,2026-01-28T11:47:25,Chinook,Stay,1.0
324,2025-10-15 11:42:14,25  10  14  10  40\324.mp4,0,,2026-01-28T11:47:25,Chinook,Up,1.0
325,2025-10-15 11:42:28,25  10  14  10  40\325.mp4,0,,2026-01-28T11:47:36,Chinook,Up,1.0
326,2025-10-15 11:43:10,25  10  14  10  40\326.mp4,0,A,2026-01-28T11:48:00,Chinook,Stay,1.0
327,2025-10-15 11:46:34,25  10  14  10  40\327.mp4,0,,2026-01-28T11:48:15,Chinook,Up,1.0
328,2025-10-15 11:47:29,25  10  14  10  40\328.mp4,0,,2026-01-28T11:48:31,Chinook,Down,1.0
329,2025-10-15 11:51:23,25  10  14  10  40\329.mp4,0,,2026-01-28T11:48:47,Chinook,Stay,1.0
330,2025-10-15 11:53:37,,0,,2026-01-28T11:48:49,Non fish,Stay,1.0
331,2025-10-15 11:53:48,25  10  14  10  40\331.mp4,0,,2026-01-28T11:49:08,Chinook,Stay,1.0
331,2025-10-15 11:53:48,25  10  14  10  40\331.mp4,0,,2026-01-28T11:49:08,Chinook,Up,1.0
332,2025-10-15 11:55:03,25  10  14  10  40\332.mp4,0,,2026-01-28T11:49:37,Chinook,Stay,1.0
332,2025-10-15 11:55:03,25  10  14  10  40\332.mp4,0,,2026-01-28T11:49:37,Chinook,Up,1.0
333,2025-10-15 11:56:26,,0,,2026-01-28T11:49:30,Non fish,Stay,1.0
334,2025-10-15 11:56:39,25  10  14  10  40\334.mp4,0,,2026-01-28T11:49:59,Chinook,Stay,1.0
334,2025-10-15 11:56:39,25  10  14  10  40\334.mp4,0,,2026-01-28T11:49:59,Chinook,Up,1.0
335,2025-10-15 11:57:28,25  10  14  10  40\335.mp4,0,,2026-01-28T11:50:51,Chinook,Stay,1.0
336,2025-10-15 11:58:33,25  10  14  10  40\336.mp4,0,,2026-01-28T11:51:01,Chinook,Up,1.0
337,2025-10-15 11:59:28,25  10  14  10  40\337.mp4,0,,2026-01-28T11:51:17,Chinook,Up,1.0
338,2025-10-15 12:01:32,25  10  14  10  40\338.mp4,0,,2026-01-28T11:51:32,Chinook,Up,1.0
339,2025-10-15 12:05:21,25  10  14  10  40\339.mp4,0,,2026-01-28T11:51:45,Chinook,Up,1.0
340,2025-10-15 12:09:03,25  10  14  10  40\340.mp4,0,,2026-01-28T11:52:00,Chinook,Up,1.0
341,2025-10-15 12:10:12,25  10  14  10  40\341.mp4,0,,2026-01-28T11:52:15,Chinook,Up,1.0
342,2025-10-15 12:16:25,25  10  14  10  40\342.mp4,0,,2026-01-28T11:52:29,Chinook,Up,1.0
343,2025-10-15 12:20:14,25  10  14  10  40\343.mp4,0,,2026-01-28T11:52:45,Chinook,Up,1.0
344,2025-10-15 12:26:52,25  10  14  10  40\344.mp4,0,,2026-01-28T11:52:59,Chinook,Up,1.0
345,2025-10-15 12:29:38,25  10  14  10  40\345.mp4,0,,2026-01-28T11:53:11,Chinook,Up,1.0
346,2025-10-15 12:29:52,25  10  14  10  40\346.mp4,0,,2026-01-28T11:53:21,Chinook,Up,1.0
347,2025-10-15 12:31:38,25  10  14  10  40\347.mp4,0,,2026-01-28T11:53:34,Chinook,Up,1.0
348,2025-10-15 12:39:14,25  10  14  10  40\348.mp4,0,,2026-01-28T11:53:48,Chinook,Up,1.0
349,2025-10-15 12:47:27,25  10  14  10  40\349.mp4,0,,2026-01-28T11:54:02,Chinook,Up,1.0
350,2025-10-15 12:49:54,25  10  14  10  40\350.mp4,0,,2026-01-28T11:54:16,Chinook,Up,1.0
351,2025-10-15 12:51:15,25  10  14  10  40\351.mp4,0,,2026-01-28T11:54:32,Chinook,Stay,1.0
352,2025-10-15 12:53:24,,0,,2026-01-28T11:54:35,Non fish,Stay,1.0
353,2025-10-15 12:53:37,25  10  14  10  40\353.mp4,0,A,2026-01-28T11:55:06,Chinook,Down,1.0
353,2025-10-15 12:53:37,25  10  14  10  40\353.mp4,0,A,2026-01-28T11:55:06,Chinook,Stay,1.0
354,2025-10-15 12:59:14,25  10  14  10  40\354.mp4,0,,2026-01-28T11:55:22,Chinook,Stay,1.0
355,2025-10-15 12:59:31,,0,,2026-01-28T11:55:25,Non fish,Stay,1.0
356,2025-10-15 12:59:37,25  10  14  10  40\356.mp4,0,,2026-01-28T11:55:41,Chinook,Stay,1.0
356,2025-10-15 12:59:37,25  10  14  10  40\356.mp4,0,,2026-01-28T11:55:41,Chinook,Up,2.0
357,2025-10-15 13:02:37,25  10  14  10  40\357.mp4,0,,2026-01-28T11:56:01,Chinook,Stay,1.0
357,2025-10-15 13:02:37,25  10  14  10  40\357.mp4,0,,2026-01-28T11:56:01,Chinook,Up,1.0
358,2025-10-15 13:03:10,,0,,2026-01-28T11:56:04,Non fish,Stay,1.0
359,2025-10-15 13:03:19,25  10  14  10  40\359.mp4,0,,2026-01-28T11:56:23,Chinook,Stay,1.0
359,2025-10-15 13:03:19,25  10  14  10  40\359.mp4,0,,2026-01-28T11:56:23,Chinook,Up,2.0
360,2025-10-15 13:06:45,25  10  14  10  40\360.mp4,0,,2026-01-28T11:56:39,Chinook,Up,2.0
361,2025-10-15 13:07:07,25  10  14  10  40\361.mp4,0,,2026-01-28T11:56:58,Chinook,Up,1.0
362,2025-10-15 13:08:42,25  10  14  10  40\362.mp4,0,,2026-01-28T11:57:11,Chinook,Up,1.0
363,2025-10-15 13:10:25,25  10  14  10  40\363.mp4,0,,2026-01-28T11:57:25,Chinook,Up,1.0
364,2025-10-15 13:11:30,25  10  14  10  40\364.mp4,0,,2026-01-28T11:57:39,Chinook,Up,1.0
365,2025-10-15 13:13:43,25  10  14  10  40\365.mp4,0,,2026-01-28T11:57:52,Chinook,Up,1.0
366,2025-10-15 13:15:06,25  10  14  10  40\366.mp4,0,,2026-01-28T11:58:06,Chinook,Up,1.0
367,2025-10-15 13:17:01,25  10  14  10  40\367.mp4,0,,2026-01-28T11:58:21,Chinook,Up,1.0
368,2025-10-15 13:17:23,25  10  14  10  40\368.mp4,0,,2026-01-28T11:58:36,Chinook,Up,1.0
369,2025-10-15 13:19:10,25  10  14  10  40\369.mp4,0,,2026-01-28T11:58:50,Chinook,Up,1.0
370,2025-10-15 13:23:45,,0,,2026-01-28T11:58:53,Non fish,Stay,1.0
371,2025-10-15 13:23:56,25  10  14  10  40\371.mp4,0,A,2026-01-28T11:59:47,Chinook,Stay,1.0
371,2025-10-15 13:23:56,25  10  14  10  40\371.mp4,0,A,2026-01-28T11:59:47,Chinook,Up,1.0
372,2025-10-15 13:24:53,25  10  14  10  40\372.mp4,0,,2026-01-28T11:59:43,Chinook,Up,1.0
373,2025-10-15 13:27:20,25  10  14  10  40\373.mp4,0,,2026-01-28T12:00:01,Chinook,Up,1.0
374,2025-10-15 13:28:38,25  10  14  10  40\374.mp4,0,,2026-01-28T12:00:15,Chinook,Up,1.0
375,2025-10-15 13:34:35,25  10  14  10  40\375.mp4,0,,2026-01-28T12:00:33,Chinook,Up,1.0
376,2025-10-15 13:40:31,25  10  14  10  40\376.mp4,0,,2026-01-28T12:00:50,Chinook,Up,1.0
377,2025-10-15 13:42:37,25  10  14  10  40\377.mp4,0,,2026-01-28T12:01:07,Chinook,Stay,1.0
378,2025-10-15 13:51:40,25  10  14  10  40\378.mp4,0,,2026-01-28T12:01:34,Chinook,Up,1.0
379,2025-10-15 13:52:59,25  10  14  10  40\379.mp4,0,,2026-01-28T12:01:47,Chinook,Up,1.0
380,2025-10-15 13:53:22,25  10  14  10  40\380.mp4,0,,2026-01-28T12:02:01,Chinook,Up,1.0
381,2025-10-15 13:54:07,25  10  14  10  40\381.mp4,0,,2026-01-28T12:02:15,Chinook,Up,1.0
382,2025-10-15 13:56:10,25  10  14  10  40\382.mp4,0,,2026-01-28T12:02:28,Chinook,Up,1.0
383,2025-10-15 13:58:26,25  10  14  10  40\383.mp4,0,,2026-01-28T12:02:41,Chinook,Up,1.0
384,2025-10-15 14:01:16,25  10  14  10  40\384.mp4,0,,2026-01-28T12:02:54,Chinook,Up,1.0
385,2025-10-15 14:03:10,25  10  14  10  40\385.mp4,0,,2026-01-28T12:03:06,Chinook,Up,1.0
386,2025-10-15 14:05:23,25  10  14  10  40\386.mp4,0,,2026-01-28T12:03:20,Chinook,Up,1.0
387,2025-10-15 14:06:02,25  10  14  10  40\387.mp4,0,,2026-01-28T12:03:33,Chinook,Up,1.0
388,2025-10-15 14:15:14,25  10  14  10  40\388.mp4,0,,2026-01-28T12:03:48,Chinook,Up,1.0
389,2025-10-15 14:19:39,25  10  14  10  40\389.mp4,0,,2026-01-28T12:04:01,Chinook,Up,1.0
390,2025-10-15 14:20:43,25  10  14  10  40\390.mp4,0,,2026-01-28T12:04:16,Chinook,Stay,1.0
391,2025-10-15 14:22:48,25  10  14  10  40\391.mp4,0,,2026-01-28T12:04:32,Chinook,Stay,1.0
391,2025-10-15 14:22:48,25  10  14  10  40\391.mp4,0,,2026-01-28T12:04:32,Chinook,Up,2.0
392,2025-10-15 14:25:45,25  10  14  10  40\392.mp4,0,,2026-01-28T12:04:48,Chinook,Up,3.0
393,2025-10-15 14:26:28,25  10  14  10  40\393.mp4,0,,2026-01-30T11:17:51,Rainbow,Up,1.0
394,2025-10-15 14:28:34,25  10  14  10  40\394.mp4,0,,2026-01-28T12:05:49,Chinook,Stay,1.0
395,2025-10-15 14:29:42,25  10  14  10  40\395.mp4,0,,2026-01-28T12:06:04,Chinook,Stay,1.0
395,2025-10-15 14:29:42,25  10  14  10  40\395.mp4,0,,2026-01-28T12:06:04,Chinook,Up,1.0
396,2025-10-15 14:31:30,,0,,2026-01-28T12:06:06,Non fish,Stay,1.0
397,2025-10-15 14:31:39,25  10  14  10  40\397.mp4,0,,2026-01-28T12:06:31,Chinook,Down,2.0
398,2025-10-15 14:31:58,,0,,2026-01-28T12:06:36,Non fish,Stay,1.0
399,2025-10-15 14:32:09,25  10  14  10  40\399.mp4,0,,2026-01-28T12:07:00,Chinook,Down,1.0
400,2025-10-15 14:32:30,25  10  14  10  40\400.mp4,0,,2026-01-28T12:59:35,Chinook,Up,1.0
401,2025-10-15 14:34:18,25  10  14  10  40\401.mp4,0,,2026-01-28T12:59:48,Chinook,Up,1.0
402,2025-10-15 14:35:20,25  10  14  10  40\402.mp4,0,,2026-01-28T13:00:02,Chinook,Up,1.0
403,2025-10-15 14:35:42,25  10  14  10  40\403.mp4,0,,2026-01-28T13:00:15,Chinook,Up,1.0
404,2025-10-15 14:41:20,25  10  14  10  40\404.mp4,0,,2026-01-28T13:00:43,Chinook,Down,1.0
405,2025-10-15 14:42:41,25  10  14  10  40\405.mp4,0,,2026-01-30T11:09:27,Coho,Up,1.0
406,2025-10-15 14:42:56,25  10  14  10  40\406.mp4,0,,2026-01-28T13:02:03,Chinook,Up,1.0
407,2025-10-15 14:44:18,25  10  14  10  40\407.mp4,0,,2026-01-28T13:02:18,Chinook,Down,1.0
407,2025-10-15 14:44:18,25  10  14  10  40\407.mp4,0,,2026-01-28T13:02:18,Chinook,Stay,1.0
408,2025-10-15 14:51:54,25  10  14  10  40\408.mp4,0,,2026-01-28T13:02:47,Chinook,Stay,2.0
408,2025-10-15 14:51:54,25  10  14  10  40\408.mp4,0,,2026-01-28T13:02:47,Chinook,Up,2.0
409,2025-10-15 14:53:40,25  10  14  10  40\409.mp4,0,,2026-01-28T13:03:03,Chinook,Up,2.0
410,2025-10-15 14:54:11,25  10  14  10  40\410.mp4,0,,2026-01-28T13:03:15,Chinook,Up,1.0
411,2025-10-15 14:57:23,25  10  14  10  40\411.mp4,0,,2026-01-28T13:03:29,Chinook,Up,1.0
412,2025-10-15 14:59:38,25  10  14  10  40\412.mp4,0,,2026-01-28T13:03:44,Chinook,Up,1.0
413,2025-10-15 15:02:58,25  10  14  10  40\413.mp4,0,,2026-01-28T13:03:58,Chinook,Up,1.0
414,2025-10-15 15:03:13,25  10  14  10  40\414.mp4,0,,2026-01-28T13:04:06,Chinook,Up,1.0
415,2025-10-15 15:09:55,25  10  14  10  40\415.mp4,0,A,2026-01-28T13:04:27,Chinook,Stay,1.0
416,2025-10-15 15:13:27,25  10  14  10  40\416.mp4,0,,2026-01-28T13:04:41,Chinook,Up,1.0
417,2025-10-15 15:17:48,25  10  14  10  40\417.mp4,0,,2026-01-28T13:04:55,Chinook,Up,1.0
418,2025-10-15 15:19:56,25  10  14  10  40\418.mp4,0,,2026-01-28T13:05:10,Chinook,Up,1.0
419,2025-10-15 15:20:31,25  10  14  10  40\419.mp4,0,,2026-01-28T13:05:32,Chinook,Stay,1.0
419,2025-10-15 15:20:31,25  10  14  10  40\419.mp4,0,,2026-01-28T13:05:32,Chinook,Up,2.0
420,2025-10-15 15:20:46,25  10  14  10  40\420.mp4,0,,2026-01-28T13:05:42,Chinook,Up,1.0
421,2025-10-15 15:26:18,25  10  14  10  40\421.mp4,0,,2026-01-28T13:05:59,Chinook,Up,1.0
422,2025-10-15 15:26:48,25  10  14  10  40\422.mp4,0,,2026-01-28T13:06:15,Chinook,Up,1.0
423,2025-10-15 15:28:16,25  10  14  10  40\423.mp4,0,,2026-01-28T13:06:31,Chinook,Up,1.0
424,2025-10-15 15:29:39,25  10  14  10  40\424.mp4,0,,2026-01-28T13:06:45,Chinook,Up,1.0
425,2025-10-15 15:31:36,25  10  14  10  40\425.mp4,0,,2026-01-28T13:06:59,Chinook,Up,1.0
426,2025-10-15 15:34:29,,0,,2026-01-28T13:07:03,Non fish,Stay,1.0
427,2025-10-15 15:34:39,25  10  14  10  40\427.mp4,0,,2026-01-28T13:07:22,Chinook,Stay,1.0
427,2025-10-15 15:34:39,25  10  14  10  40\427.mp4,0,,2026-01-28T13:07:22,Chinook,Up,1.0
428,2025-10-15 15:36:04,25  10  14  10  40\428.mp4,0,,2026-01-28T13:07:35,Chinook,Up,2.0
429,2025-10-15 15:36:39,,0,,2026-01-28T13:07:38,Non fish,Stay,1.0
430,2025-10-15 15:36:48,25  10  14  10  40\430.mp4,0,,2026-01-28T13:07:53,Chinook,Up,2.0
431,2025-10-15 15:41:48,25  10  14  10  40\431.mp4,0,,2026-01-28T13:08:08,Chinook,Up,1.0
432,2025-10-15 15:42:42,25  10  14  10  40\432.mp4,0,,2026-01-28T13:08:23,Chinook,Stay,1.0
433,2025-10-15 15:43:12,25  10  14  10  40\433.mp4,0,,2026-01-28T13:08:38,Chinook,Up,2.0
434,2025-10-15 15:43:39,25  10  14  10  40\434.mp4,0,,2026-01-28T13:08:53,Chinook,Up,1.0
435,2025-10-15 15:45:05,25  10  14  10  40\435.mp4,0,,2026-01-28T13:09:11,Chinook,Stay,1.0
436,2025-10-15 15:46:55,25  10  14  10  40\436.mp4,0,,2026-01-28T13:09:27,Chinook,Up,1.0
437,2025-10-15 15:48:28,25  10  14  10  40\437.mp4,0,,2026-01-28T13:09:42,Chinook,Stay,1.0
438,2025-10-15 15:48:46,,0,,2026-01-28T13:09:51,Non fish,Stay,1.0
