event_id,ts,video_rel,false_trigger,notes,reviewed_at,species,movement,count
17,2025-10-14 12:23:17,25  10  14  10  40\17.mp4,0,,2026-01-28T08:57:02,Chinook,Up,2.0
18,2025-10-14 12:23:54,25  10  14  10  40\18.mp4,0,,2026-01-28T08:57:34,Chinook,Stay,1.0
19,2025-10-14 12:29:30,25  10  14  10  40\19.mp4,0,,2026-01-28T08:59:47,Chinook,Up,2.0
20,2025-10-14 12:31:12,25  10  14  10  40\20.mp4,0,,2026-01-28T09:00:16,Chinook,Up,1.0
21,2025-10-14 12:31:32,25  10  14  10  40\21.mp4,0,,2026-01-28T09:00:57,Chinook,Up,1.0
22,2025-10-14 12:31:51,25  10  14  10  40\22.mp4,0,,2026-01-28T09:01:34,Chinook,Up,1.0
23,2025-10-14 12:34:41,25  10  14  10  40\23.mp4,0,,2026-01-28T09:02:03,Chinook,Up,1.0
24,2025-10-14 12:39:53,25  10  14  10  40\24.mp4,0,,2026-01-28T09:02:38,Rainbow,Up,1.0
25,2025-10-14 12:42:08,25  10  14  10  40\25.mp4,0,,2026-01-28T09:03:22,Chinook,Down,1.0
26,2025-10-14 12:44:42,25  10  14  10  40\26.mp4,0,,2026-01-28T09:11:35,Chinook,Down,1.0
27,2025-10-14 12:56:55,,0,,2026-01-28T09:15:50,Non fish,Stay,1.0
28,2025-10-14 12:57:05,25  10  14  10  40\28.mp4,0,,2026-01-28T09:04:18,Chinook,Stay,1.0
29,2025-10-14 12:57:18,25  10  14  10  40\29.mp4,0,,2026-01-28T09:12:55,Chinook,Stay,1.0
29,2025-10-14 12:57:18,25  10  14  10  40\29.mp4,0,,2026-01-28T09:12:55,Chinook,Up,1.0
30,2025-10-14 12:58:01,,0,,2026-01-28T09:15:59,Non fish,Stay,1.0
31,2025-10-14 12:58:03,25  10  14  10  40\31.mp4,0,,2026-01-28T09:17:21,Chinook,Up,1.0
32,2025-10-14 13:03:21,,0,,2026-01-28T09:15:37,Non fish,Stay,1.0
33,2025-10-14 13:03:28,25  10  14  10  40\33.mp4,0,,2026-01-28T09:05:47,Chinook,Up,2.0
34,2025-10-14 13:05:17,25  10  14  10  40\34.mp4,0,,2026-01-28T09:18:17,Chinook,Up,2.0
35,2025-10-14 13:05:45,25  10  14  10  40\35.mp4,0,,2026-01-28T09:18:36,Chinook,Down,1.0
36,2025-10-14 13:06:18,25  10  14  10  40\36.mp4,0,,2026-01-28T09:19:27,Chinook,Up,2.0
37,2025-10-14 13:08:32,25  10  14  10  40\37.mp4,0,,2026-01-28T09:19:19,Chinook,Up,1.0
38,2025-10-14 13:11:04,25  10  14  10  40\38.mp4,0,,2026-01-28T09:19:45,Chinook,Up,1.0
39,2025-10-14 13:18:15,25  10  14  10  40\39.mp4,0,,2026-01-28T09:20:06,Chinook,Up,1.0
40,2025-10-14 13:19:37,25  10  14  10  40\40.mp4,0,,2026-01-28T09:20:31,Chinook,Stay,1.0
41,2025-10-14 13:21:49,25  10  14  10  40\41.mp4,0,,2026-01-28T09:20:47,Chinook,Up,2.0
42,2025-10-14 13:26:09,,0,,2026-01-28T09:20:53,Non fish,Stay,1.0
43,2025-10-14 13:26:15,25  10  14  10  40\43.mp4,0,,2026-01-28T09:21:12,Chinook,Up,2.0
44,2025-10-14 13:31:43,25  10  14  10  40\44.mp4,0,,2026-01-28T09:21:36,Chinook,Stay,1.0
44,2025-10-14 13:31:43,25  10  14  10  40\44.mp4,0,,2026-01-28T09:21:36,Chinook,Up,1.0
45,2025-10-14 13:38:33,25  10  14  10  40\45.mp4,0,,2026-01-28T09:21:55,Chinook,Stay,1.0
45,2025-10-14 13:38:33,25  10  14  10  40\45.mp4,0,,2026-01-28T09:21:55,Chinook,Up,1.0
46,2025-10-14 13:40:00,,0,,2026-01-28T09:22:00,Non fish,Stay,1.0
47,2025-10-14 13:40:05,25  10  14  10  40\47.mp4,0,,2026-01-28T09:22:29,Chinook,Stay,1.0
47,2025-10-14 13:40:05,25  10  14  10  40\47.mp4,0,,2026-01-28T09:22:29,Chinook,Up,1.0
48,2025-10-14 13:43:45,25  10  14  10  40\48.mp4,0,,2026-01-28T09:23:07,Chinook,Stay,2.0
48,2025-10-14 13:43:45,25  10  14  10  40\48.mp4,0,,2026-01-28T09:23:07,Chinook,Up,1.0
49,2025-10-14 13:43:59,,0,,2026-01-28T09:22:53,Non fish,Stay,1.0
50,2025-10-14 13:44:09,25  10  14  10  40\50.mp4,0,,2026-01-28T09:23:42,Chinook,Up,3.0
51,2025-10-14 13:45:16,,0,,2026-01-28T09:23:31,Non fish,Stay,1.0
52,2025-10-14 13:45:29,25  10  14  10  40\52.mp4,0,,2026-01-28T09:24:22,Chinook,Up,2.0
53,2025-10-14 13:45:38,,0,,2026-01-28T09:24:13,Non fish,Stay,1.0
54,2025-10-14 13:46:43,25  10  14  10  40\54.mp4,0,,2026-01-28T09:24:44,Chinook,Down,1.0
54,2025-10-14 13:46:43,25  10  14  10  40\54.mp4,0,,2026-01-28T09:24:44,Chinook,Up,1.0
55,2025-10-14 13:54:51,25  10  14  10  40\55.mp4,0,,2026-01-28T09:25:01,Chinook,Up,1.0
56,2025-10-14 13:57:54,,0,,2026-01-28T09:25:06,Non fish,Stay,1.0
57,2025-10-14 13:57:59,25  10  14  10  40\57.mp4,0,,2026-01-28T09:25:23,Chinook,Up,2.0
58,2025-10-14 14:02:55,25  10  14  10  40\58.mp4,0,,2026-01-28T09:25:43,Chinook,Stay,2.0
58,2025-10-14 14:02:55,25  10  14  10  40\58.mp4,0,,2026-01-28T09:25:43,Chinook,Up,1.0
59,2025-10-14 14:03:48,25  10  14  10  40\59.mp4,0,,2026-01-28T09:26:54,Chinook,Stay,1.0
60,2025-10-14 14:05:14,,0,,2026-01-28T09:26:07,Non fish,Stay,1.0
61,2025-10-14 14:05:22,25  10  14  10  40\61.mp4,0,,2026-01-28T09:26:45,Chinook,Stay,1.0
62,2025-10-14 14:07:13,25  10  14  10  40\62.mp4,0,,2026-01-28T09:28:01,Brown,Up,1.0
63,2025-10-14 14:08:38,25  10  14  10  40\63.mp4,0,,2026-01-28T09:28:18,Chinook,Up,1.0
64,2025-10-14 14:11:44,25  10  14  10  40\64.mp4,0,,2026-01-28T09:28:34,Chinook,Up,1.0
65,2025-10-14 14:25:52,25  10  14  10  40\65.mp4,0,,2026-01-28T09:28:56,Chinook,Up,1.0
66,2025-10-14 14:26:07,25  10  14  10  40\66.mp4,0,,2026-01-28T09:29:10,Chinook,Up,1.0
67,2025-10-14 14:27:31,25  10  14  10  40\67.mp4,0,,2026-01-28T09:29:26,Chinook,Up,1.0
68,2025-10-14 14:28:06,25  10  14  10  40\68.mp4,0,,2026-01-28T09:29:44,Chinook,Down,1.0
69,2025-10-14 14:28:27,25  10  14  10  40\69.mp4,0,,2026-01-28T09:30:32,Chinook,Down,1.0
69,2025-10-14 14:28:27,25  10  14  10  40\69.mp4,0,,2026-01-28T09:30:32,Chinook,Up,1.0
70,2025-10-14 14:30:08,25  10  14  10  40\70.mp4,0,,2026-01-28T09:30:50,Chinook,Up,1.0
71,2025-10-14 14:30:39,,0,,2026-01-28T09:30:54,Non fish,Stay,1.0
72,2025-10-14 14:30:40,25  10  14  10  40\72.mp4,0,,2026-01-28T09:31:15,Chinook,Down,1.0
73,2025-10-14 14:31:20,,0,,2026-01-28T09:31:19,Non fish,Stay,1.0
74,2025-10-14 14:31:25,25  10  14  10  40\74.mp4,0,,2026-01-28T09:31:36,Chinook,Up,2.0
75,2025-10-14 14:33:52,25  10  14  10  40\75.mp4,0,,2026-01-28T09:31:52,Chinook,Up,1.0
76,2025-10-14 14:43:45,,0,,2026-01-28T09:31:55,Non fish,Stay,1.0
77,2025-10-14 14:43:57,25  10  14  10  40\77.mp4,0,,2026-01-28T09:32:24,Chinook,Stay,1.0
78,2025-10-14 14:44:03,25  10  14  10  40\78.mp4,0,,2026-01-28T09:32:34,Chinook,Up,2.0
79,2025-10-14 14:44:54,25  10  14  10  40\79.mp4,0,,2026-01-28T09:33:01,Chinook,Down,1.0
80,2025-10-14 14:50:55,25  10  14  10  40\80.mp4,0,,2026-01-28T09:33:17,Chinook,Up,1.0
81,2025-10-14 15:04:12,25  10  14  10  40\81.mp4,0,,2026-01-28T09:33:30,Chinook,Up,1.0
82,2025-10-14 15:06:37,25  10  14  10  40\82.mp4,0,,2026-01-28T09:33:48,Chinook,Up,1.0
83,2025-10-14 15:08:16,25  10  14  10  40\83.mp4,0,,2026-01-28T09:34:04,Chinook,Up,1.0
84,2025-10-14 15:13:08,25  10  14  10  40\84.mp4,0,,2026-01-28T09:34:19,Chinook,Up,1.0
85,2025-10-14 15:14:32,25  10  14  10  40\85.mp4,0,,2026-01-28T09:34:52,Non fish,Down,1.0
86,2025-10-14 15:15:13,,0,,2026-01-28T09:34:56,Non fish,Stay,1.0
87,2025-10-14 15:15:23,25  10  14  10  40\87.mp4,0,,2026-01-28T09:35:29,Non fish,Down,1.0
88,2025-10-14 15:16:16,25  10  14  10  40\88.mp4,0,,2026-01-28T09:35:47,Non fish,Down,1.0
89,2025-10-14 15:16:49,25  10  14  10  40\89.mp4,0,,2026-01-28T09:36:03,Chinook,Up,1.0
90,2025-10-14 15:17:04,25  10  14  10  40\90.mp4,0,,2026-01-28T09:36:16,Non fish,Down,1.0
91,2025-10-14 15:18:21,25  10  14  10  40\91.mp4,0,,2026-01-28T09:42:36,Chinook,Stay,1.0
92,2025-10-14 15:19:48,25  10  14  10  40\92.mp4,0,,2026-01-28T09:42:53,Chinook,Stay,1.0
92,2025-10-14 15:19:48,25  10  14  10  40\92.mp4,0,,2026-01-28T09:42:53,Chinook,Up,1.0
93,2025-10-14 15:21:15,25  10  14  10  40\93.mp4,0,,2026-01-28T09:43:24,Chinook,Up,3.0
94,2025-10-14 15:22:20,25  10  14  10  40\94.mp4,0,,2026-01-28T09:43:47,Chinook,Up,1.0
95,2025-10-14 15:23:42,25  10  14  10  40\95.mp4,0,,2026-01-28T09:44:01,Chinook,Up,1.0
96,2025-10-14 15:25:18,25  10  14  10  40\96.mp4,0,,2026-01-28T09:44:14,Chinook,Up,1.0
97,2025-10-14 15:25:36,,0,,2026-01-28T09:44:18,Non fish,Stay,1.0
98,2025-10-14 15:25:37,,0,,2026-01-28T09:44:24,Non fish,Stay,1.0
99,2025-10-14 15:25:45,25  10  14  10  40\99.mp4,0,,2026-01-28T09:49:10,Chinook,Up,3.0
100,2025-10-14 15:26:07,25  10  14  10  40\100.mp4,0,,2026-01-28T09:49:24,Chinook,Up,1.0
101,2025-10-14 15:26:47,25  10  14  10  40\101.mp4,0,,2026-01-28T09:49:38,Chinook,Up,1.0
102,2025-10-14 15:28:06,25  10  14  10  40\102.mp4,0,,2026-01-28T09:50:29,Chinook,Up,1.0
103,2025-10-14 15:29:25,25  10  14  10  40\103.mp4,0,,2026-01-28T09:50:23,Chinook,Up,1.0
104,2025-10-14 15:29:46,25  10  14  10  40\104.mp4,0,,2026-01-28T09:50:44,Chinook,Up,1.0
105,2025-10-14 15:30:25,25  10  14  10  40\105.mp4,0,,2026-01-28T09:51:00,Chinook,Up,1.0
106,2025-10-14 15:31:26,25  10  14  10  40\106.mp4,0,,2026-01-28T09:51:20,Non fish,Down,1.0
107,2025-10-14 15:34:56,25  10  14  10  40\107.mp4,0,,2026-01-28T09:51:52,Chinook,Stay,1.0
108,2025-10-14 15:35:10,25  10  14  10  40\108.mp4,0,,2026-01-28T09:52:04,Chinook,Stay,1.0
109,2025-10-14 15:35:51,25  10  14  10  40\109.mp4,0,,2026-01-28T09:52:22,Chinook,Stay,1.0
109,2025-10-14 15:35:51,25  10  14  10  40\109.mp4,0,,2026-01-28T09:52:22,Chinook,Up,2.0
110,2025-10-14 15:36:06,25  10  14  10  40\110.mp4,0,,2026-01-28T09:52:35,Chinook,Up,1.0
111,2025-10-14 15:39:52,25  10  14  10  40\111.mp4,0,,2026-01-28T09:53:01,Chinook,Stay,1.0
111,2025-10-14 15:39:52,25  10  14  10  40\111.mp4,0,,2026-01-28T09:53:01,Chinook,Up,2.0
112,2025-10-14 15:40:50,25  10  14  10  40\112.mp4,0,,2026-01-28T09:53:19,Chinook,Up,1.0
113,2025-10-14 15:41:54,25  10  14  10  40\113.mp4,0,,2026-01-28T09:53:37,Chinook,Stay,1.0
114,2025-10-14 15:44:37,25  10  14  10  40\114.mp4,0,,2026-01-28T09:53:53,Chinook,Stay,1.0
114,2025-10-14 15:44:37,25  10  14  10  40\114.mp4,0,,2026-01-28T09:53:53,Chinook,Up,1.0
115,2025-10-14 15:44:56,25  10  14  10  40\115.mp4,0,,2026-01-28T09:54:11,Chinook,Stay,2.0
116,2025-10-14 15:45:13,25  10  14  10  40\116.mp4,0,,2026-01-28T09:54:42,Chinook,Down,1.0
116,2025-10-14 15:45:13,25  10  14  10  40\116.mp4,0,,2026-01-28T09:54:42,Chinook,Up,1.0
117,2025-10-14 15:48:14,25  10  14  10  40\117.mp4,0,,2026-01-28T09:54:58,Chinook,Up,1.0
118,2025-10-14 15:48:49,25  10  14  10  40\118.mp4,0,,2026-01-28T09:55:11,Chinook,Up,1.0
119,2025-10-14 16:01:58,25  10  14  10  40\119.mp4,0,,2026-01-28T09:55:54,Chinook,Stay,2.0
119,2025-10-14 16:01:58,25  10  14  10  40\119.mp4,0,,2026-01-28T09:55:54,Chinook,Up,1.0
120,2025-10-14 16:07:06,,0,,2026-01-28T09:55:34,Non fish,Stay,1.0
121,2025-10-14 16:07:08,25  10  14  10  40\121.mp4,0,,2026-01-28T09:56:20,Chinook,Stay,2.0
121,2025-10-14 16:07:08,25  10  14  10  40\121.mp4,0,,2026-01-28T09:56:20,Chinook,Up,1.0
122,2025-10-14 16:13:29,25  10  14  10  40\122.mp4,0,,2026-01-28T09:56:47,Chinook,Stay,1.0
122,2025-10-14 16:13:29,25  10  14  10  40\122.mp4,0,,2026-01-28T09:56:47,Chinook,Up,2.0
123,2025-10-14 16:14:08,25  10  14  10  40\123.mp4,0,,2026-01-28T09:57:11,Chinook,Stay,1.0
123,2025-10-14 16:14:08,25  10  14  10  40\123.mp4,0,,2026-01-28T09:57:11,Chinook,Up,1.0
124,2025-10-14 16:15:53,,0,,2026-01-28T09:57:14,Non fish,Stay,1.0
125,2025-10-14 16:15:57,25  10  14  10  40\125.mp4,0,,2026-01-28T09:57:38,Chinook,Stay,1.0
126,2025-10-14 16:17:32,25  10  14  10  40\126.mp4,0,,2026-01-28T09:58:07,Chinook,Stay,2.0
126,2025-10-14 16:17:32,25  10  14  10  40\126.mp4,0,,2026-01-28T09:58:07,Chinook,Up,1.0
127,2025-10-14 16:18:27,25  10  14  10  40\127.mp4,0,,2026-01-28T09:58:46,Chinook,Up,3.0
128,2025-10-14 16:23:47,25  10  14  10  40\128.mp4,0,,2026-01-28T09:59:06,Chinook,Up,1.0
129,2025-10-14 16:24:13,25  10  14  10  40\129.mp4,0,,2026-01-28T09:59:21,Chinook,Up,1.0
130,2025-10-14 16:26:59,25  10  14  10  40\130.mp4,0,,2026-01-28T09:59:39,Chinook,Up,4.0
131,2025-10-14 16:27:51,,0,,2026-01-28T09:59:43,Non fish,Stay,1.0
132,2025-10-14 16:27:59,25  10  14  10  40\132.mp4,0,,2026-01-28T10:02:38,Chinook,Up,1.0
133,2025-10-14 16:28:12,25  10  14  10  40\133.mp4,0,,2026-01-28T10:02:54,Chinook,Down,1.0
134,2025-10-14 16:28:32,25  10  14  10  40\134.mp4,0,,2026-01-28T10:03:08,Chinook,Down,1.0
135,2025-10-14 16:28:51,25  10  14  10  40\135.mp4,0,,2026-01-28T10:03:32,Chinook,Down,1.0
136,2025-10-14 16:29:57,25  10  14  10  40\136.mp4,0,,2026-01-28T10:03:47,Chinook,Down,2.0
137,2025-10-14 16:30:27,,0,,2026-01-28T10:03:51,Non fish,Stay,1.0
138,2025-10-14 16:30:28,25  10  14  10  40\138.mp4,0,,2026-01-28T10:04:12,Chinook,Up,2.0
139,2025-10-14 16:32:34,,0,,2026-01-28T10:04:17,Non fish,Stay,1.0
140,2025-10-14 16:32:39,25  10  14  10  40\140.mp4,0,,2026-01-28T10:04:38,Chinook,Up,2.0
141,2025-10-14 16:36:15,25  10  14  10  40\141.mp4,0,,2026-01-28T10:05:00,Chinook,Stay,1.0
141,2025-10-14 16:36:15,25  10  14  10  40\141.mp4,0,,2026-01-28T10:05:00,Chinook,Up,1.0
142,2025-10-14 16:40:59,25  10  14  10  40\142.mp4,0,,2026-01-28T10:05:40,Chinook,Stay,1.0
142,2025-10-14 16:40:59,25  10  14  10  40\142.mp4,0,,2026-01-28T10:05:40,Chinook,Up,1.0
143,2025-10-14 16:46:57,25  10  14  10  40\143.mp4,0,,2026-01-28T10:05:56,Chinook,Stay,1.0
144,2025-10-14 16:51:34,25  10  14  10  40\144.mp4,0,,2026-01-28T10:06:24,Chinook,Up,3.0
145,2025-10-14 16:53:20,25  10  14  10  40\145.mp4,0,,2026-01-28T10:06:43,Chinook,Up,1.0
146,2025-10-14 16:54:26,25  10  14  10  40\146.mp4,0,,2026-01-28T10:06:57,Chinook,Up,1.0
147,2025-10-14 16:55:19,25  10  14  10  40\147.mp4,0,,2026-01-28T10:07:11,Chinook,Up,1.0
148,2025-10-14 16:55:46,25  10  14  10  40\148.mp4,0,,2026-01-28T10:07:50,Chinook,Up,1.0
149,2025-10-14 16:56:20,25  10  14  10  40\149.mp4,0,,2026-01-28T10:07:45,Chinook,Up,1.0
150,2025-10-14 16:58:01,25  10  14  10  40\150.mp4,0,,2026-01-28T10:08:08,Chinook,Up,1.0
151,2025-10-14 16:59:26,,0,,2026-01-28T10:08:11,Non fish,Stay,1.0
152,2025-10-14 16:59:38,25  10  14  10  40\152.mp4,0,,2026-01-28T10:08:35,Chinook,Stay,1.0
153,2025-10-14 17:01:06,25  10  14  10  40\153.mp4,0,,2026-01-28T10:08:59,Chinook,Stay,1.0
154,2025-10-14 17:01:41,25  10  14  10  40\154.mp4,0,,2026-01-28T10:10:48,Chinook,Up,1.0
155,2025-10-14 17:02:02,25  10  14  10  40\155.mp4,0,,2026-01-28T10:11:03,Chinook,Up,1.0
156,2025-10-14 17:07:54,25  10  14  10  40\156.mp4,0,,2026-01-28T10:11:40,Chinook,Down,1.0
156,2025-10-14 17:07:54,25  10  14  10  40\156.mp4,0,,2026-01-28T10:11:40,Chinook,Up,1.0
157,2025-10-14 17:09:00,25  10  14  10  40\157.mp4,0,,2026-01-28T10:11:57,Chinook,Up,1.0
158,2025-10-14 17:12:03,,0,,2026-01-28T10:12:02,Non fish,Stay,1.0
159,2025-10-14 17:12:14,25  10  14  10  40\159.mp4,0,,2026-01-28T10:12:22,Chinook,Up,2.0
160,2025-10-14 17:12:39,25  10  14  10  40\160.mp4,0,,2026-01-28T10:12:37,Chinook,Up,1.0
161,2025-10-14 17:16:00,25  10  14  10  40\161.mp4,0,,2026-01-28T10:12:54,Chinook,Stay,1.0
161,2025-10-14 17:16:00,25  10  14  10  40\161.mp4,0,,2026-01-28T10:12:54,Chinook,Up,1.0
162,2025-10-14 17:17:26,25  10  14  10  40\162.mp4,0,,2026-01-28T10:13:11,Chinook,Stay,1.0
162,2025-10-14 17:17:26,25  10  14  10  40\162.mp4,0,,2026-01-28T10:13:11,Chinook,Up,1.0
163,2025-10-14 17:20:57,25  10  14  10  40\163.mp4,0,,2026-01-28T10:14:39,Chinook,Up,2.0
164,2025-10-14 17:22:32,25  10  14  10  40\164.mp4,0,,2026-01-28T10:13:50,Chinook,Stay,1.0
165,2025-10-14 17:22:49,25  10  14  10  40\165.mp4,0,,2026-01-28T10:14:26,Chinook,Up,2.0
166,2025-10-14 17:23:58,25  10  14  10  40\166.mp4,0,,2026-01-28T10:14:20,Chinook,Up,1.0
167,2025-10-14 17:25:29,25  10  14  10  40\167.mp4,0,,2026-01-28T10:14:54,Chinook,Up,1.0
168,2025-10-14 17:35:00,25  10  14  10  40\168.mp4,0,,2026-01-28T10:15:09,Chinook,Up,1.0
169,2025-10-14 17:37:32,25  10  14  10  40\169.mp4,0,,2026-01-28T10:15:23,Chinook,Up,2.0
170,2025-10-14 17:38:07,,0,,2026-01-28T10:15:27,Non fish,Stay,1.0
171,2025-10-14 17:38:13,25  10  14  10  40\171.mp4,0,,2026-01-28T10:15:43,Chinook,Up,2.0
172,2025-10-14 17:38:54,,0,,2026-01-28T10:15:46,Non fish,Stay,1.0
173,2025-10-14 17:38:59,25  10  14  10  40\173.mp4,0,,2026-01-28T10:16:05,Chinook,Up,2.0
174,2025-10-14 17:40:58,25  10  14  10  40\174.mp4,0,,2026-01-28T10:16:19,Chinook,Up,1.0
175,2025-10-14 17:42:23,25  10  14  10  40\175.mp4,0,,2026-01-28T10:17:25,Chinook,Stay,2.0
175,2025-10-14 17:42:23,25  10  14  10  40\175.mp4,0,,2026-01-28T10:17:25,Chinook,Up,1.0
176,2025-10-14 17:43:35,25  10  14  10  40\176.mp4,0,,2026-01-28T10:17:52,Chinook,Up,3.0
177,2025-10-14 17:47:37,25  10  14  10  40\177.mp4,0,,2026-01-28T10:18:08,Chinook,Up,1.0
178,2025-10-14 17:48:35,25  10  14  10  40\178.mp4,0,,2026-01-28T10:18:25,Chinook,Down,1.0
179,2025-10-14 17:50:23,,0,,2026-01-28T10:18:46,Non fish,Stay,1.0
180,2025-10-14 17:50:35,25  10  14  10  40\180.mp4,0,,2026-01-28T10:19:24,Chinook,Up,2.0
181,2025-10-14 17:52:40,,0,,2026-01-28T10:19:16,Non fish,Stay,1.0
182,2025-10-14 17:52:45,25  10  14  10  40\182.mp4,0,,2026-01-28T10:19:46,,,
183,2025-10-14 17:53:31,25  10  14  10  40\183.mp4,0,,2026-01-28T10:20:02,Chinook,Down,1.0
184,2025-10-14 17:53:46,25  10  14  10  40\184.mp4,0,,2026-01-28T10:20:14,Chinook,Down,1.0
185,2025-10-14 17:54:09,25  10  14  10  40\185.mp4,0,,2026-01-28T10:20:36,Chinook,Stay,1.0
185,2025-10-14 17:54:09,25  10  14  10  40\185.mp4,0,,2026-01-28T10:20:36,Chinook,Up,1.0
186,2025-10-14 17:54:44,25  10  14  10  40\186.mp4,0,,2026-01-28T10:20:51,Chinook,Up,2.0
187,2025-10-14 17:56:32,25  10  14  10  40\187.mp4,0,,2026-01-28T10:21:10,Chinook,Up,1.0
188,2025-10-14 17:57:17,,0,,2026-01-28T10:21:14,Non fish,Stay,1.0
189,2025-10-14 17:57:21,25  10  14  10  40\189.mp4,0,,2026-01-28T10:21:33,Chinook,Down,1.0
190,2025-10-14 17:59:24,25  10  14  10  40\190.mp4,0,,2026-01-28T10:21:49,Chinook,Down,1.0
191,2025-10-14 18:00:49,25  10  14  10  40\191.mp4,0,,2026-01-28T10:22:05,Chinook,Up,1.0
192,2025-10-14 18:01:48,25  10  14  10  40\192.mp4,0,,2026-01-28T10:22:20,Chinook,Up,1.0
193,2025-10-14 18:04:22,25  10  14  10  40\193.mp4,0,,2026-01-28T10:22:34,Chinook,Up,1.0
194,2025-10-14 18:04:54,25  10  14  10  40\194.mp4,0,,2026-01-28T10:22:51,Chinook,Up,1.0
195,2025-10-14 18:11:09,25  10  14  10  40\195.mp4,0,,2026-01-28T10:23:06,Chinook,Up,1.0
196,2025-10-14 18:20:01,25  10  14  10  40\196.mp4,0,,2026-01-28T10:23:25,Chinook,Up,1.0
197,2025-10-14 18:23:30,25  10  14  10  40\197.mp4,0,,2026-01-28T10:23:56,Chinook,Up,1.0
198,2025-10-14 18:28:34,25  10  14  10  40\198.mp4,0,,2026-01-28T10:24:20,Chinook,Stay,1.0
198,2025-10-14 18:28:34,25  10  14  10  40\198.mp4,0,,2026-01-28T10:24:20,Chinook,Up,1.0
199,2025-10-14 18:29:32,25  10  14  10  40\199.mp4,0,,2026-01-28T10:24:54,Chinook,Up,2.0
200,2025-10-14 18:35:50,25  10  14  10  40\200.mp4,0,,2026-01-28T10:25:20,Chinook,Stay,1.0
200,2025-10-14 18:35:50,25  10  14  10  40\200.mp4,0,,2026-01-28T10:25:20,Chinook,Up,2.0
201,2025-10-14 18:36:43,25  10  14  10  40\201.mp4,0,,2026-01-28T10:25:43,Chinook,Stay,1.0
202,2025-10-14 18:37:47,,0,,2026-01-28T10:25:46,Non fish,Stay,1.0
203,2025-10-14 18:37:48,25  10  14  10  40\203.mp4,0,,2026-01-28T10:26:14,Chinook,Stay,1.0
203,2025-10-14 18:37:48,25  10  14  10  40\203.mp4,0,,2026-01-28T10:26:14,Chinook,Up,1.0
204,2025-10-14 18:40:00,25  10  14  10  40\204.mp4,0,,2026-01-28T10:26:38,Chinook,Up,1.0
205,2025-10-14 18:46:57,25  10  14  10  40\205.mp4,0,,2026-01-28T10:26:59,Chinook,Up,1.0
206,2025-10-14 18:51:30,25  10  14  10  40\206.mp4,0,,2026-01-28T10:27:20,Chinook,Up,1.0
207,2025-10-14 18:54:58,25  10  14  10  40\207.mp4,0,,2026-01-28T10:27:41,Chinook,Up,1.0
208,2025-10-14 19:03:50,25  10  14  10  40\208.mp4,0,,2026-01-28T10:28:20,Non fish,Stay,1.0
209,2025-10-14 19:04:29,25  10  14  10  40\209.mp4,0,,2026-01-28T10:28:38,Chinook,Up,1.0
210,2025-10-14 19:16:20,,0,,2026-01-28T10:28:42,Non fish,Stay,1.0
211,2025-10-14 19:16:33,25  10  14  10  40\211.mp4,0,,2026-01-28T10:30:08,Non fish,Down,1.0
212,2025-10-14 19:18:33,25  10  14  10  40\212.mp4,0,,2026-01-28T10:30:32,Chinook,Up,1.0
213,2025-10-14 19:32:27,25  10  14  10  40\213.mp4,0,,2026-01-28T10:30:59,Chinook,Up,1.0
214,2025-10-14 19:41:14,25  10  14  10  40\214.mp4,0,,2026-01-28T10:31:17,Chinook,Up,1.0
215,2025-10-14 19:51:18,25  10  14  10  40\215.mp4,0,,2026-01-28T10:31:38,Chinook,Up,1.0
