event_id,ts,video_rel,false_trigger,notes,reviewed_at,species,movement,count
228,2025-10-31 15:33:05,25  10  24  10  33\228.mp4,0,,2026-02-02T09:58:22,Chinook,Up,1.0
229,2025-10-31 15:33:55,25  10  24  10  33\229.mp4,0,,2026-02-02T09:58:42,Chinook,Up,1.0
230,2025-10-31 15:38:48,25  10  24  10  33\230.mp4,0,,2026-02-02T09:59:06,Chinook,Down,1.0
231,2025-10-31 15:54:06,25  10  24  10  33\231.mp4,0,,2026-02-02T09:59:22,Chinook,Up,1.0
232,2025-10-31 15:58:35,25  10  24  10  33\232.mp4,0,,2026-02-02T09:59:46,Non fish,Down,1.0
233,2025-10-31 16:07:05,25  10  24  10  33\233.mp4,0,,2026-02-02T10:00:06,Chinook,Up,1.0
234,2025-10-31 16:09:33,25  10  24  10  33\234.mp4,0,,2026-02-02T10:00:22,Chinook,Up,1.0
235,2025-10-31 16:15:06,25  10  24  10  33\235.mp4,0,,2026-02-02T10:00:38,Chinook,Stay,1.0
236,2025-10-31 16:16:02,25  10  24  10  33\236.mp4,0,,2026-02-02T10:00:53,Non fish,Down,1.0
237,2025-10-31 16:18:06,25  10  24  10  33\237.mp4,0,,2026-02-02T10:01:09,Chinook,Up,1.0
238,2025-10-31 16:35:19,25  10  24  10  33\238.mp4,0,,2026-02-02T10:01:25,Chinook,Up,1.0
239,2025-10-31 16:37:08,25  10  24  10  33\239.mp4,0,,2026-02-02T10:01:44,Chinook,Up,1.0
240,2025-10-31 16:42:54,25  10  24  10  33\240.mp4,0,,2026-02-02T10:02:02,Chinook,Up,1.0
241,2025-10-31 16:49:20,25  10  24  10  33\241.mp4,0,,2026-02-02T10:02:48,Chinook,Up,1.0
242,2025-10-31 16:49:39,25  10  24  10  33\242.mp4,0,,2026-02-02T10:03:02,Chinook,Up,1.0
243,2025-10-31 16:51:25,,0,,2026-02-02T10:03:05,Non fish,Stay,1.0
244,2025-10-31 16:51:28,25  10  24  10  33\244.mp4,0,,2026-02-02T10:03:25,Chinook,Up,2.0
245,2025-10-31 16:53:44,,0,,2026-02-02T10:03:31,Non fish,Stay,1.0
246,2025-10-31 16:53:51,25  10  24  10  33\246.mp4,0,,2026-02-02T10:03:47,Rainbow,Down,1.0
247,2025-10-31 16:54:57,25  10  24  10  33\247.mp4,0,,2026-02-02T10:04:03,Chinook,Up,1.0
248,2025-10-31 16:55:23,25  10  24  10  33\248.mp4,0,,2026-02-02T10:04:32,Rainbow,Up,1.0
249,2025-10-31 17:01:49,25  10  24  10  33\249.mp4,0,,2026-02-02T10:04:47,Chinook,Up,1.0
250,2025-10-31 17:03:11,25  10  24  10  33\250.mp4,0,,2026-02-02T10:05:04,Chinook,Up,1.0
251,2025-10-31 17:07:47,25  10  24  10  33\251.mp4,0,,2026-02-02T10:05:20,Chinook,Up,1.0
252,2025-10-31 17:16:59,25  10  24  10  33\252.mp4,0,,2026-02-02T10:05:37,Chinook,Up,1.0
253,2025-10-31 17:27:36,25  10  24  10  33\253.mp4,0,,2026-02-02T10:05:52,Chinook,Up,1.0
254,2025-10-31 17:31:21,25  10  24  10  33\254.mp4,0,,2026-02-02T10:06:11,Non fish,Down,1.0
255,2025-10-31 17:35:27,25  10  24  10  33\255.mp4,0,,2026-02-02T10:07:27,Chinook,Up,1.0
256,2025-10-31 17:38:21,25  10  24  10  33\256.mp4,0,,2026-02-02T10:07:47,Chinook,Up,1.0
257,2025-10-31 17:41:57,25  10  24  10  33\257.mp4,0,A,2026-02-02T10:08:06,Chinook,Stay,1.0
258,2025-10-31 17:46:22,25  10  24  10  33\258.mp4,0,,2026-02-02T10:08:26,Chinook,Up,1.0
259,2025-10-31 17:47:51,25  10  24  10  33\259.mp4,0,,2026-02-02T10:09:06,Non fish,Down,1.0
260,2025-10-31 17:50:39,25  10  24  10  33\260.mp4,0,,2026-02-02T10:09:23,Non fish,Down,1.0
261,2025-10-31 17:54:44,25  10  24  10  33\261.mp4,0,,2026-02-02T10:09:40,Chinook,Up,1.0
262,2025-10-31 18:02:22,25  10  24  10  33\262.mp4,0,,2026-02-02T10:09:56,Chinook,Up,1.0
263,2025-10-31 18:14:51,25  10  24  10  33\263.mp4,0,,2026-02-02T10:10:44,Rainbow,Up,1.0
264,2025-10-31 18:17:26,25  10  24  10  33\264.mp4,0,,2026-02-02T10:11:02,Unknown,Up,1.0
265,2025-10-31 18:19:17,25  10  24  10  33\265.mp4,0,,2026-02-02T10:11:17,Chinook,Up,1.0
266,2025-10-31 18:42:39,25  10  24  10  33\266.mp4,0,,2026-02-02T10:11:36,Chinook,Up,1.0
267,2025-10-31 18:47:12,25  10  24  10  33\267.mp4,0,,2026-02-02T10:11:56,Rainbow,Up,1.0
268,2025-10-31 19:14:02,25  10  24  10  33\268.mp4,0,,2026-02-02T10:12:13,Chinook,Up,1.0
269,2025-10-31 19:58:17,25  10  24  10  33\269.mp4,0,,2026-02-02T10:12:39,Chinook,Up,1.0
270,2025-10-31 20:01:33,25  10  24  10  33\270.mp4,0,,2026-02-02T10:12:57,Chinook,Stay,1.0
271,2025-10-31 20:08:55,25  10  24  10  33\271.mp4,0,A,2026-02-02T10:13:32,Chinook,Stay,1.0
272,2025-10-31 21:34:40,25  10  24  10  33\272.mp4,0,,2026-02-02T10:13:51,Non fish,Down,1.0
273,2025-10-31 22:43:15,25  10  24  10  33\273.mp4,0,,2026-02-02T10:14:13,Chinook,Up,1.0
274,2025-10-31 23:12:10,25  10  24  10  33\274.mp4,0,,2026-02-02T10:14:29,Chinook,Up,1.0
275,2025-11-01 00:17:19,25  10  24  10  33\275.mp4,0,L,2026-02-02T10:14:54,Chinook,Up,1.0
276,2025-11-01 00:21:24,25  10  24  10  33\276.mp4,0,,2026-02-02T10:15:11,Non fish,Down,1.0
277,2025-11-01 00:48:39,25  10  24  10  33\277.mp4,0,,2026-02-02T10:15:27,Rainbow,Up,1.0
278,2025-11-01 08:03:20,25  10  24  10  33\278.mp4,0,,2026-02-02T10:15:48,Non fish,Down,1.0
279,2025-11-01 13:10:31,25  10  24  10  33\279.mp4,0,,2026-02-02T10:16:05,Chinook,Up,1.0
280,2025-11-01 14:22:42,25  10  24  10  33\280.mp4,0,,2026-02-02T10:16:23,Chinook,Up,1.0
281,2025-11-01 14:33:59,25  10  24  10  33\281.mp4,0,,2026-02-02T10:16:38,Chinook,Up,1.0
282,2025-11-01 15:00:59,25  10  24  10  33\282.mp4,0,,2026-02-02T10:16:53,Chinook,Up,1.0
283,2025-11-01 15:09:05,25  10  24  10  33\283.mp4,0,,2026-02-02T10:17:09,Rainbow,Up,1.0
284,2025-11-01 15:15:30,25  10  24  10  33\284.mp4,0,,2026-02-02T10:17:25,Chinook,Up,1.0
285,2025-11-01 16:06:28,25  10  24  10  33\285.mp4,0,,2026-02-02T10:17:41,Chinook,Up,1.0
286,2025-11-01 16:28:39,25  10  24  10  33\286.mp4,0,,2026-02-02T10:17:57,Chinook,Up,1.0
287,2025-11-01 16:38:07,25  10  24  10  33\287.mp4,0,,2026-02-02T10:18:13,Chinook,Up,1.0
288,2025-11-01 16:47:03,25  10  24  10  33\288.mp4,0,,2026-02-02T10:18:30,Non fish,Down,1.0
289,2025-11-01 16:48:13,25  10  24  10  33\289.mp4,0,,2026-02-02T10:19:00,Rainbow,Up,1.0
290,2025-11-01 17:18:03,25  10  24  10  33\290.mp4,0,,2026-02-02T10:19:24,Chinook,Up,1.0
291,2025-11-01 17:36:35,25  10  24  10  33\291.mp4,0,,2026-02-02T10:19:41,Chinook,Up,1.0
292,2025-11-01 17:41:08,25  10  24  10  33\292.mp4,0,,2026-02-02T10:19:56,Chinook,Up,1.0
293,2025-11-01 17:42:16,25  10  24  10  33\293.mp4,0,,2026-02-02T10:20:11,Rainbow,Up,1.0
294,2025-11-01 17:44:43,25  10  24  10  33\294.mp4,0,,2026-02-02T10:20:27,Chinook,Up,1.0
295,2025-11-01 18:07:16,25  10  24  10  33\295.mp4,0,,2026-02-02T10:20:44,Chinook,Up,1.0
296,2025-11-01 18:11:22,25  10  24  10  33\296.mp4,0,,2026-02-02T10:21:00,Non fish,Down,1.0
297,2025-11-01 20:06:37,25  10  24  10  33\297.mp4,0,,2026-02-02T10:21:16,Chinook,Up,1.0
298,2025-11-02 13:51:25,25  10  24  10  33\298.mp4,0,,2026-02-02T10:21:36,Chinook,Up,1.0
299,2025-11-02 14:52:45,25  10  24  10  33\299.mp4,0,,2026-02-02T10:21:51,Chinook,Up,1.0
300,2025-11-02 15:51:12,25  10  24  10  33\300.mp4,0,,2026-02-02T10:22:06,Chinook,Up,1.0
301,2025-11-02 16:22:38,25  10  24  10  33\301.mp4,0,,2026-02-02T10:22:23,Chinook,Up,1.0
302,2025-11-02 16:36:48,25  10  24  10  33\302.mp4,0,,2026-02-02T10:22:49,Rainbow,Up,1.0
303,2025-11-02 16:51:09,25  10  24  10  33\303.mp4,0,,2026-02-02T10:24:56,Rainbow,Up,1.0
304,2025-11-02 17:08:44,25  10  24  10  33\304.mp4,0,,2026-02-02T10:25:11,Rainbow,Up,1.0
305,2025-11-02 17:16:53,25  10  24  10  33\305.mp4,0,,2026-02-02T10:26:00,Chinook,Up,1.0
306,2025-11-02 17:31:02,25  10  24  10  33\306.mp4,0,,2026-02-02T10:26:16,Chinook,Up,1.0
307,2025-11-02 18:25:49,25  10  24  10  33\307.mp4,0,,2026-02-02T10:26:32,Chinook,Up,1.0
308,2025-11-02 18:56:09,25  10  24  10  33\308.mp4,0,,2026-02-02T10:26:47,Chinook,Up,1.0
309,2025-11-02 20:25:01,25  10  24  10  33\309.mp4,0,,2026-02-02T10:27:03,Chinook,Up,1.0
310,2025-11-02 23:01:07,25  10  24  10  33\310.mp4,0,,2026-02-02T10:27:25,Chinook,Up,1.0
311,2025-11-03 00:20:21,25  10  24  10  33\311.mp4,0,,2026-02-02T10:27:43,Non fish,Down,1.0
312,2025-11-03 01:41:27,25  10  24  10  33\312.mp4,0,,2026-02-02T10:28:00,Chinook,Up,1.0
