DateTime,storyindex,Depth,Length,Framedepth,Dir,Attrib,Sort,Graphic,Image,speed,calclength,Direction,sortname,calspeed,framepos
2025-07-12 17:03,14,55,833,81,FALSE,24,2,,,,33,Down,Not Fish,0.83,7
2025-07-12 17:04,14,50,576,85,FALSE,25,2,,,,30,Down,Not Fish,0.57,5
2025-07-12 17:21,14,52,816,85,FALSE,26,2,,,,31,Down,Not Fish,0.81,5
2025-07-12 17:26,14,50,2380,79,TRUE,27,2,,,,30,Up,Not Fish,2.38,8
2025-07-12 17:29,14,57,714,81,FALSE,28,2,,,,34,Down,Not Fish,0.71,7
2025-07-12 17:39,14,45,1745,89,FALSE,29,2,,,,27,Down,Not Fish,1.74,3
2025-07-12 18:06,14,45,3214,72,FALSE,30,2,,,,27,Down,Not Fish,3.21,12
2025-07-12 18:18,14,52,1047,77,TRUE,31,2,,,,31,Up,Not Fish,1.04,9
2025-07-12 18:50,14,60,642,74,FALSE,32,2,,,,36,Down,Not Fish,0.64,11
2025-07-12 18:50,14,42,793,80,FALSE,33,2,,,,25,Down,Not Fish,0.79,8
2025-07-12 19:06,14,62,1360,64,FALSE,34,2,,,,37,Down,Not Fish,1.36,16
2025-07-12 19:07,14,45,1785,92,FALSE,35,2,,,,27,Down,Not Fish,1.78,2
2025-07-12 19:09,14,42,674,82,FALSE,36,2,,,,25,Down,Not Fish,0.67,7
2025-07-12 19:31,14,62,1031,74,FALSE,37,2,,,,37,Down,Not Fish,1.03,11
2025-07-12 20:12,14,62,3265,68,FALSE,38,2,,,,37,Down,Not Fish,3.26,14
2025-07-12 20:22,14,42,1190,85,FALSE,39,2,,,,25,Down,Not Fish,1.19,5
2025-07-12 20:36,14,62,888,75,FALSE,40,2,,,,37,Down,Not Fish,0.88,10
2025-07-12 20:41,14,50,674,87,FALSE,41,2,,,,30,Down,Not Fish,0.67,4
2025-07-12 21:19,14,97,1122,73,FALSE,42,2,,,,58,Down,Not Fish,1.12,11
2025-07-12 21:20,14,75,1745,82,FALSE,43,2,,,,45,Down,Not Fish,1.74,7
2025-07-12 22:02,14,77,856,79,FALSE,44,2,,,,46,Down,Not Fish,0.85,8
2025-07-12 22:23,14,52,3214,78,FALSE,45,2,,,,31,Down,Not Fish,3.21,9
2025-07-12 22:27,14,72,1122,76,FALSE,46,2,,,,43,Down,Not Fish,1.12,10
2025-07-12 22:49,14,42,1031,76,FALSE,47,2,,,,25,Down,Not Fish,1.03,10
2025-07-12 22:50,14,42,1999,78,TRUE,48,2,,,,25,Up,Not Fish,1.99,9
2025-07-12 23:04,14,57,693,75,FALSE,49,2,,,,34,Down,Not Fish,0.69,10
2025-07-12 23:12,14,75,888,82,TRUE,50,2,,,,45,Up,Not Fish,0.88,7
2025-07-12 23:17,14,115,1190,71,FALSE,51,2,,,,69,Down,Not Fish,1.19,12
2025-07-12 23:17,14,87,1071,60,FALSE,52,2,,,,52,Down,Not Fish,1.07,18
2025-07-12 23:19,14,45,1666,87,TRUE,53,2,,,,27,Up,Not Fish,1.66,4
2025-07-12 23:20,14,105,204,84,FALSE,54,2,,,,63,Down,Not Fish,0.2,6
2025-07-12 23:53,14,70,1269,67,FALSE,55,2,,,,42,Down,Not Fish,1.26,14
2025-07-13 0:11,14,82,714,81,FALSE,56,2,,,,49,Down,Not Fish,0.71,7
2025-07-13 0:57,14,62,775,73,FALSE,57,2,,,,37,Down,Not Fish,0.77,11
2025-07-13 2:03,14,97,1360,72,FALSE,58,2,,,,58,Down,Not Fish,1.36,12
2025-07-13 3:49,14,45,888,87,FALSE,59,2,,,,27,Down,Not Fish,0.88,4
2025-07-13 3:52,14,100,979,77,FALSE,60,2,,,,60,Down,Not Fish,0.97,9
2025-07-13 4:34,14,77,928,77,FALSE,61,2,,,,46,Down,Not Fish,0.92,9
2025-07-13 5:27,14,42,1428,80,FALSE,62,2,,,,25,Down,Not Fish,1.42,8
2025-07-13 5:28,14,50,928,84,TRUE,63,2,,,,30,Up,Not Fish,0.92,6
2025-07-13 5:56,14,90,3116,76,FALSE,64,2,,,,54,Down,Not Fish,3.11,10
2025-07-13 5:57,14,72,1269,71,FALSE,65,2,,,,43,Down,Not Fish,1.26,12
2025-07-13 5:59,14,65,1309,79,FALSE,66,2,,,,39,Down,Not Fish,1.3,8
2025-07-13 6:00,14,77,1360,75,FALSE,67,2,,,,46,Down,Not Fish,1.36,10
2025-07-13 6:12,14,90,884,79,FALSE,68,2,,,,54,Down,Not Fish,0.88,8
2025-07-13 6:23,14,40,973,17,FALSE,69,2,,,,24,Down,Not Fish,0.97,40
2025-07-13 7:24,14,60,1360,86,FALSE,70,2,,,,36,Down,Not Fish,1.36,5
2025-07-13 7:31,14,87,3214,74,FALSE,71,2,,,,52,Down,Not Fish,3.21,11
2025-07-13 8:25,14,47,928,85,FALSE,72,2,,,,28,Down,Not Fish,0.92,5
2025-07-13 9:18,14,42,1071,80,FALSE,73,2,,,,25,Down,Not Fish,1.07,8
2025-07-13 10:08,14,40,115,18,FALSE,74,2,,,,24,Down,Not Fish,0.11,39
2025-07-13 13:58,14,9,12,36,TRUE,75,2,,,,5,Up,Not Fish,0.01,30
2025-07-13 14:00,14,9,27,36,TRUE,76,2,,,,5,Up,Not Fish,0.02,30
2025-07-13 17:11,14,47,1836,76,FALSE,77,2,,,,28,Down,Not Fish,1.83,10
2025-07-13 17:32,14,57,1309,77,FALSE,78,2,,,,34,Down,Not Fish,1.3,9
2025-07-13 17:46,14,65,3214,70,FALSE,79,2,,,,39,Down,Not Fish,3.21,13
2025-07-13 18:07,14,87,1031,80,FALSE,80,2,,,,52,Down,Not Fish,1.03,8
2025-07-13 18:12,14,45,856,88,FALSE,81,2,,,,27,Down,Not Fish,0.85,4
2025-07-13 18:24,14,47,2857,78,TRUE,82,2,,,,28,Up,Not Fish,2.85,9
2025-07-13 18:25,14,55,1031,76,FALSE,83,2,,,,33,Down,Not Fish,1.03,10
2025-07-13 18:26,14,42,952,84,FALSE,84,2,,,,25,Down,Not Fish,0.95,6
2025-07-13 22:55,14,70,3174,74,FALSE,85,2,,,,42,Down,Not Fish,3.17,11
2025-07-13 23:17,14,57,1285,77,FALSE,86,2,,,,34,Down,Not Fish,1.28,9
2025-07-13 23:23,14,80,1211,82,FALSE,87,2,,,,48,Down,Not Fish,1.21,7
2025-07-13 23:46,14,115,1047,83,FALSE,88,2,,,,69,Down,Not Fish,1.04,6
2025-07-14 1:42,14,52,979,87,FALSE,89,2,,,,31,Down,Not Fish,0.97,4
2025-07-14 7:36,14,45,1047,90,FALSE,90,2,,,,27,Down,Not Fish,1.04,3
2025-07-14 7:46,14,50,1428,86,FALSE,91,2,,,,30,Down,Not Fish,1.42,5
2025-07-14 15:14,15,40,1538,91,TRUE,1,2,,,,24,Up,Not Fish,1.53,2
2025-07-14 18:20,15,45,576,16,FALSE,2,2,,,,27,Down,Not Fish,0.57,40
2025-07-14 19:04,15,72,616,78,FALSE,3,2,,,,43,Down,Not Fish,0.61,9
2025-07-14 19:46,15,45,1745,85,FALSE,4,2,,,,27,Down,Not Fish,1.74,5
2025-07-14 20:53,15,55,-2381,80,FALSE,5,2,,,,33,Down,Not Fish,-2.38,8
2025-07-14 21:51,15,60,1607,80,TRUE,6,2,,,,36,Up,Not Fish,1.6,8
2025-07-14 23:50,15,75,884,87,FALSE,7,2,,,,45,Down,Not Fish,0.88,4
2025-07-15 2:52,15,45,1031,91,FALSE,8,2,,,,27,Down,Not Fish,1.03,2
2025-07-15 8:40,15,55,595,87,FALSE,9,2,,,,33,Down,Not Fish,0.59,4
2025-07-15 14:18,15,50,1031,62,FALSE,10,2,,,,30,Down,Not Fish,1.03,17
2025-07-15 15:35,15,47,884,73,FALSE,11,2,,,,28,Down,Not Fish,0.88,11
2025-07-15 15:45,15,50,856,79,FALSE,12,2,,,,30,Down,Not Fish,0.85,8
2025-07-15 16:58,15,70,476,88,FALSE,13,2,,,,42,Down,Not Fish,0.47,4
2025-07-15 17:15,15,45,721,80,TRUE,14,2,,,,27,Up,Not Fish,0.72,8
2025-07-15 17:18,15,60,979,69,FALSE,15,2,,,,36,Down,Not Fish,0.97,13
2025-07-15 17:52,15,55,793,76,FALSE,16,2,,,,33,Down,Not Fish,0.79,10
2025-07-15 18:41,15,55,3214,67,FALSE,17,2,,,,33,Down,Not Fish,3.21,14
2025-07-15 18:53,15,42,1122,76,FALSE,18,2,,,,25,Down,Not Fish,1.12,10
2025-07-15 18:56,15,57,884,81,FALSE,19,2,,,,34,Down,Not Fish,0.88,7
2025-07-15 18:58,15,70,1237,90,FALSE,20,2,,,,42,Down,Not Fish,1.23,3
2025-07-15 20:06,15,70,571,83,FALSE,21,2,,,,42,Down,Not Fish,0.57,6
2025-07-15 20:39,15,50,3095,91,FALSE,22,2,,,,30,Down,Not Fish,3.09,2
2025-07-15 22:44,15,45,3809,80,TRUE,23,2,,,,27,Up,Not Fish,3.8,8
2025-07-15 22:48,15,70,973,80,FALSE,24,2,,,,42,Down,Not Fish,0.97,8
2025-07-15 23:42,15,47,1190,74,FALSE,25,2,,,,28,Down,Not Fish,1.19,11
2025-07-16 0:11,15,80,674,87,FALSE,26,2,,,,48,Down,Not Fish,0.67,4
2025-07-16 1:23,15,90,974,62,FALSE,27,2,,,,54,Down,Not Fish,0.97,17
2025-07-16 1:26,15,110,918,79,FALSE,28,2,,,,66,Down,Not Fish,0.91,8
2025-07-16 1:33,15,47,1047,75,FALSE,29,2,,,,28,Down,Not Fish,1.04,10
2025-07-16 1:40,15,55,979,78,FALSE,30,2,,,,33,Down,Not Fish,0.97,9
2025-07-16 2:05,15,60,979,87,FALSE,31,2,,,,36,Down,Not Fish,0.97,4
2025-07-16 5:26,15,117,884,78,FALSE,32,2,,,,70,Down,Not Fish,0.88,9
2025-07-16 6:05,15,80,979,79,FALSE,33,2,,,,48,Down,Not Fish,0.97,8
2025-07-16 6:15,15,52,1190,77,FALSE,34,2,,,,31,Down,Not Fish,1.19,9
2025-07-16 9:25,15,67,765,85,FALSE,35,2,,,,40,Down,Not Fish,0.76,5
2025-07-16 11:57,15,55,3571,77,FALSE,36,2,,,,33,Down,Not Fish,3.57,9
2025-07-16 14:11,15,55,368,86,FALSE,37,2,,,,33,Down,Not Fish,0.36,5
2025-07-16 18:32,15,52,979,78,FALSE,38,2,,,,31,Down,Not Fish,0.97,9
2025-07-16 19:07,15,130,952,84,FALSE,39,2,,,,78,Down,Not Fish,0.95,6
2025-07-16 19:55,15,45,833,11,FALSE,40,2,,,,27,Down,Not Fish,0.83,43
2025-07-16 20:07,15,55,674,82,FALSE,41,2,,,,33,Down,Not Fish,0.67,7
2025-07-16 20:07,15,42,372,84,FALSE,42,2,,,,25,Down,Not Fish,0.37,6
2025-07-16 20:08,15,50,765,85,FALSE,43,2,,,,30,Down,Not Fish,0.76,5
2025-07-16 20:08,15,65,833,80,FALSE,44,2,,,,39,Down,Not Fish,0.83,8
2025-07-16 20:21,15,70,3265,69,FALSE,45,2,,,,42,Down,Not Fish,3.26,13
2025-07-16 21:28,15,67,642,83,FALSE,46,2,,,,40,Down,Not Fish,0.64,6
2025-07-16 22:12,15,45,3214,81,FALSE,47,2,,,,27,Down,Not Fish,3.21,7
2025-07-16 22:12,15,45,4285,81,FALSE,48,2,,,,27,Down,Not Fish,4.28,7
2025-07-16 22:12,15,45,3265,81,FALSE,49,2,,,,27,Down,Not Fish,3.26,7
2025-07-16 22:12,15,45,816,81,FALSE,50,2,,,,27,Down,Not Fish,0.81,7
2025-07-16 22:12,15,45,3428,81,TRUE,51,2,,,,27,Up,Not Fish,3.42,7
2025-07-16 22:12,15,45,1836,81,TRUE,52,2,,,,27,Up,Not Fish,1.83,7
2025-07-16 22:35,15,47,3035,74,FALSE,53,2,,,,28,Down,Not Fish,3.03,11
2025-07-16 22:53,15,55,5714,83,FALSE,54,2,,,,33,Down,Not Fish,5.71,6
2025-07-17 0:26,15,75,1269,66,FALSE,55,2,,,,45,Down,Not Fish,1.26,15
2025-07-17 1:10,15,67,833,84,FALSE,56,2,,,,40,Down,Not Fish,0.83,6
2025-07-17 1:36,15,75,2873,79,TRUE,57,2,,,,45,Up,Not Fish,2.87,8
2025-07-17 1:42,15,42,5714,74,TRUE,58,2,,,,25,Up,Not Fish,5.71,11
2025-07-17 4:39,15,42,1360,77,FALSE,59,2,,,,25,Down,Not Fish,1.36,9
2025-07-17 5:57,15,54,496,77,FALSE,60,2,,,,32,Down,Not Fish,0.49,9
2025-07-17 6:05,15,4,578,71,TRUE,61,2,,¢,,2,Up,Not Fish,0.57,12
2025-07-17 6:06,15,74,590,79,FALSE,62,2,,,,44,Down,Not Fish,0.59,8
2025-07-17 13:07,15,100,952,83,FALSE,63,2,,,,60,Down,Not Fish,0.95,6
2025-07-17 13:25,15,55,1666,81,TRUE,64,2,,,,33,Up,Not Fish,1.66,7
2025-07-17 14:35,15,55,952,84,FALSE,65,2,,,,33,Down,Not Fish,0.95,6
2025-07-17 15:23,15,45,1666,7,FALSE,66,2,,,,27,Down,Not Fish,1.66,45
2025-07-17 16:04,15,80,3333,76,FALSE,67,2,,,,48,Down,Not Fish,3.33,10
2025-07-17 16:51,15,60,816,84,FALSE,68,2,,,,36,Down,Not Fish,0.81,6
2025-07-17 17:18,15,70,1666,74,FALSE,69,2,,,,42,Down,Not Fish,1.66,11
2025-07-17 17:57,15,90,1904,81,FALSE,70,2,,,,54,Down,Not Fish,1.9,7
2025-07-17 17:57,15,80,1904,87,FALSE,71,2,,,,48,Down,Not Fish,1.9,4
2025-07-17 18:09,15,50,1047,90,FALSE,72,2,,,,30,Down,Not Fish,1.04,3
2025-07-17 19:20,15,45,1999,15,TRUE,73,2,,,,27,Up,Not Fish,1.99,41
2025-07-17 20:37,15,60,816,89,FALSE,74,2,,,,36,Down,Not Fish,0.81,3
2025-07-17 21:27,15,42,1047,85,FALSE,75,2,,,,25,Down,Not Fish,1.04,5
2025-07-17 22:31,15,60,1309,72,FALSE,76,2,,,,36,Down,Not Fish,1.3,12
2025-07-17 22:42,15,75,1122,64,FALSE,77,2,,,,45,Down,Not Fish,1.12,16
2025-07-18 1:27,15,45,693,86,FALSE,78,2,,,,27,Down,Not Fish,0.69,5
2025-07-18 3:32,15,47,3428,76,FALSE,79,2,,,,28,Down,Not Fish,3.42,10
2025-07-18 5:39,15,65,809,76,FALSE,80,2,,,,39,Down,Not Fish,0.8,10
2025-07-18 14:24,16,82,476,16,FALSE,1,2,,,,49,Down,Not Fish,0.47,40
2025-07-18 15:28,16,77,816,26,FALSE,2,2,,,,46,Down,Not Fish,0.81,35
2025-07-19 0:10,16,50,3142,91,FALSE,3,2,,,,30,Down,Not Fish,3.14,2
2025-07-19 1:26,16,70,693,70,FALSE,4,2,,,,42,Down,Not Fish,0.69,13
2025-07-19 6:54,16,75,523,76,FALSE,5,2,,,,45,Down,Not Fish,0.52,10
2025-07-19 10:29,16,50,667,84,FALSE,6,2,,,,30,Down,Not Fish,0.66,6
2025-07-19 12:25,16,67,3142,82,FALSE,7,2,,,,40,Down,Not Fish,3.14,7
2025-07-19 14:48,16,67,505,79,FALSE,8,2,,,,40,Down,Not Fish,0.5,8
2025-07-19 15:02,16,60,646,84,FALSE,9,2,,,,36,Down,Not Fish,0.64,6
2025-07-19 15:14,16,47,1309,70,FALSE,10,2,,,,28,Down,Not Fish,1.3,13
2025-07-19 16:45,16,65,856,63,FALSE,11,2,,,,39,Down,Not Fish,0.85,16
2025-07-19 18:01,16,65,561,87,FALSE,12,2,,,,39,Down,Not Fish,0.56,4
2025-07-19 18:29,16,47,674,79,FALSE,13,2,,,,28,Down,Not Fish,0.67,8
2025-07-19 20:21,16,47,1309,73,FALSE,14,2,,,,28,Down,Not Fish,1.3,11
2025-07-19 20:35,16,57,505,87,FALSE,15,2,,,,34,Down,Not Fish,0.5,4
2025-07-19 21:36,16,50,1071,76,FALSE,16,2,,,,30,Down,Not Fish,1.07,10
2025-07-19 21:38,16,85,674,78,FALSE,17,2,,,,51,Down,Not Fish,0.67,9
2025-07-19 22:01,16,42,1360,69,FALSE,18,2,,,,25,Down,Not Fish,1.36,13
2025-07-19 23:47,16,62,884,82,FALSE,19,2,,,,37,Down,Not Fish,0.88,7
2025-07-19 23:58,16,62,586,87,FALSE,20,2,,,,37,Down,Not Fish,0.58,4
2025-07-20 1:27,16,42,714,83,FALSE,21,2,,,,25,Down,Not Fish,0.71,6
2025-07-20 1:54,16,42,3265,81,FALSE,22,2,,,,25,Down,Not Fish,3.26,7
2025-07-20 2:47,16,55,3174,76,FALSE,23,2,,,,33,Down,Not Fish,3.17,10
2025-07-20 3:12,16,55,765,84,FALSE,24,2,,,,33,Down,Not Fish,0.76,6
2025-07-20 3:16,16,55,612,78,FALSE,25,2,,,,33,Down,Not Fish,0.61,9
2025-07-20 3:52,16,50,3428,92,TRUE,26,2,,,,30,Up,Not Fish,3.42,2
2025-07-20 3:57,16,70,1122,78,FALSE,27,2,,,,42,Down,Not Fish,1.12,9
2025-07-20 4:48,16,97,793,71,FALSE,28,2,,,,58,Down,Not Fish,0.79,12
2025-07-20 5:42,16,50,1360,45,FALSE,29,2,,,,30,Down,Not Fish,1.36,26
2025-07-20 20:09,16,65,1443,23,TRUE,30,2,,,,39,Up,Not Fish,1.44,37
2025-07-21 3:23,16,72,1999,77,TRUE,31,2,,,,43,Up,Not Fish,1.99,9
2025-07-21 7:58,16,52,1031,75,FALSE,32,2,,,,31,Down,Not Fish,1.03,10
2025-07-21 8:06,16,57,1190,76,FALSE,33,2,,,,34,Down,Not Fish,1.19,10
2025-07-22 4:43,16,47,884,30,FALSE,34,2,,,,28,Down,Not Fish,0.88,33
2025-07-22 13:06,16,45,714,79,FALSE,35,2,,,,27,Down,Not Fish,0.71,8
2025-07-25 6:22,16,42,3214,76,FALSE,36,2,,,,25,Down,Not Fish,3.21,10
2025-07-26 23:28,16,105,884,13,FALSE,37,2,,,,63,Down,Not Fish,0.88,42
2025-07-27 6:05,16,47,674,76,FALSE,38,2,,,,28,Down,Not Fish,0.67,10
2025-07-29 3:06,17,65,408,7,FALSE,1,2,,,,39,Down,Not Fish,0.4,45
2025-07-29 8:23,17,55,476,88,FALSE,2,2,,,,33,Down,Not Fish,0.47,4
2025-07-31 6:43,17,45,2380,81,TRUE,3,2,,,,27,Up,Not Fish,2.38,7
2025-07-31 6:44,17,45,1999,80,TRUE,4,2,,,,27,Up,Not Fish,1.99,8
2025-07-31 6:45,17,45,1523,81,TRUE,5,2,,,,27,Up,Not Fish,1.52,7
2025-07-31 6:48,17,45,3174,80,FALSE,6,2,,,,27,Down,Not Fish,3.17,8
2025-07-31 6:52,17,45,5714,81,FALSE,7,2,,,,27,Down,Not Fish,5.71,7
2025-08-01 22:11,17,192,463,22,FALSE,8,2,,,,115,Down,Not Fish,0.46,37
2025-08-01 23:01,17,80,3571,76,FALSE,9,2,,,,48,Down,Not Fish,3.57,10
2025-08-02 15:00,17,45,571,19,FALSE,10,2,,,,27,Down,Not Fish,0.57,39
2025-08-02 15:03,17,50,1285,46,TRUE,11,2,,,,30,Up,Not Fish,1.28,25
2025-08-02 15:03,17,75,1745,34,FALSE,12,2,,,,45,Down,Not Fish,1.74,31
2025-08-02 16:58,17,117,642,57,FALSE,13,2,,,,70,Down,Not Fish,0.64,20
2025-08-02 17:27,17,87,545,75,FALSE,14,2,,,,52,Down,Not Fish,0.54,10
2025-08-03 2:08,17,72,463,33,FALSE,15,2,,,,43,Down,Not Fish,0.46,32
2025-08-03 2:08,17,52,928,6,TRUE,16,2,,,,31,Up,Not Fish,0.92,45
2025-08-03 6:33,17,55,1836,40,TRUE,17,2,,,,33,Up,Not Fish,1.83,28
2025-08-03 13:35,17,40,3116,9,FALSE,18,2,,,,24,Down,Not Fish,3.11,44
2025-08-03 17:49,17,45,4285,79,FALSE,19,2,,,,27,Down,Not Fish,4.28,8
2025-08-03 23:25,17,42,642,85,FALSE,20,2,,,,25,Down,Not Fish,0.64,5
2025-08-03 23:26,17,45,1596,81,TRUE,21,2,,,,27,Up,Not Fish,1.59,7
2025-08-04 4:05,17,87,833,69,FALSE,22,2,,,,52,Down,Not Fish,0.83,13
2025-08-04 10:51,17,45,5714,81,TRUE,23,2,,,,27,Up,Not Fish,5.71,7
2025-08-04 10:51,17,45,884,81,FALSE,24,2,,,,27,Down,Not Fish,0.88,7
2025-08-04 10:54,17,45,3571,81,TRUE,25,2,,,,27,Up,Not Fish,3.57,7
2025-08-04 12:30,17,87,561,11,FALSE,26,2,,,,52,Down,Not Fish,0.56,43
2025-08-04 13:23,17,50,888,74,FALSE,27,2,,,,30,Down,Not Fish,0.88,11
2025-08-04 14:01,17,45,1904,81,TRUE,28,2,,,,27,Up,Not Fish,1.9,7
2025-08-04 14:06,17,45,3333,81,TRUE,29,2,,,,27,Up,Not Fish,3.33,7
2025-08-04 14:06,17,45,4285,81,FALSE,30,2,,,,27,Down,Not Fish,4.28,7
2025-08-04 14:06,17,45,2380,79,FALSE,31,2,,,,27,Down,Not Fish,2.38,8
2025-08-04 14:07,17,45,4285,81,TRUE,32,2,,,,27,Up,Not Fish,4.28,7
2025-08-04 14:19,17,45,2380,81,FALSE,33,2,,,,27,Down,Not Fish,2.38,7
2025-08-04 14:21,17,45,3809,80,TRUE,34,2,,,,27,Up,Not Fish,3.8,8
2025-08-04 14:22,17,45,4285,81,FALSE,35,2,,,,27,Down,Not Fish,4.28,7
2025-08-04 14:23,17,45,1523,79,TRUE,36,2,,,,27,Up,Not Fish,1.52,8
2025-08-04 14:23,17,45,586,80,FALSE,37,2,,,,27,Down,Not Fish,0.58,8
2025-08-04 14:24,17,45,2857,81,FALSE,38,2,,,,27,Down,Not Fish,2.85,7
2025-08-04 14:25,17,45,3142,81,FALSE,39,2,,,,27,Down,Not Fish,3.14,7
2025-08-04 14:28,17,45,3571,81,TRUE,40,2,,,,27,Up,Not Fish,3.57,7
2025-08-04 14:35,17,45,2380,81,FALSE,41,2,,,,27,Down,Not Fish,2.38,7
2025-08-04 14:36,17,45,2857,81,FALSE,42,2,,,,27,Down,Not Fish,2.85,7
2025-08-04 14:37,17,45,2380,81,FALSE,43,2,,,,27,Down,Not Fish,2.38,7
2025-08-04 14:37,17,45,1836,81,FALSE,44,2,,,,27,Down,Not Fish,1.83,7
2025-08-04 14:39,17,45,3428,81,TRUE,45,2,,,,27,Up,Not Fish,3.42,7
2025-08-04 14:39,17,45,1999,81,FALSE,46,2,,,,27,Down,Not Fish,1.99,7
2025-08-04 14:43,17,45,1071,80,TRUE,47,2,,,,27,Up,Not Fish,1.07,8
2025-08-04 14:49,17,45,3035,81,TRUE,48,2,,,,27,Up,Not Fish,3.03,7
2025-08-04 14:51,17,45,1596,81,FALSE,49,2,,,,27,Down,Not Fish,1.59,7
2025-08-04 14:53,17,45,3809,81,TRUE,50,2,,,,27,Up,Not Fish,3.8,7
2025-08-04 14:53,17,45,3174,81,TRUE,51,2,,,,27,Up,Not Fish,3.17,7
2025-08-04 14:53,17,45,3428,81,TRUE,52,2,,,,27,Up,Not Fish,3.42,7
2025-08-04 14:53,17,45,5714,81,TRUE,53,2,,,,27,Up,Not Fish,5.71,7
2025-08-04 14:56,17,45,4285,81,TRUE,54,2,,,,27,Up,Not Fish,4.28,7
2025-08-04 14:57,17,45,3809,81,TRUE,55,2,,,,27,Up,Not Fish,3.8,7
2025-08-04 14:57,17,45,5714,80,FALSE,56,2,,,,27,Down,Not Fish,5.71,8
2025-08-04 14:58,17,45,1666,81,TRUE,57,2,,,,27,Up,Not Fish,1.66,7
2025-08-04 15:00,17,45,676,79,TRUE,58,2,,,,27,Up,Not Fish,0.67,8
2025-08-04 15:01,17,45,745,81,FALSE,59,2,,,,27,Down,Not Fish,0.74,7
2025-08-04 15:03,17,45,1466,80,TRUE,60,2,,,,27,Up,Not Fish,1.46,8
2025-08-04 15:04,17,45,68,81,TRUE,61,2,,,,27,Up,Not Fish,0.06,7
2025-08-04 15:59,17,40,523,93,TRUE,62,2,,,,24,Up,Not Fish,0.52,1
2025-08-04 17:00,17,45,-2637,80,FALSE,63,2,,,,27,Down,Not Fish,-2.63,8
2025-08-04 17:00,17,45,4285,80,TRUE,64,2,,,,27,Up,Not Fish,4.28,8
2025-08-04 17:06,17,45,1745,81,FALSE,65,2,,,,27,Down,Not Fish,1.74,7
2025-08-04 17:21,17,75,725,77,FALSE,66,2,,,,45,Down,Not Fish,0.72,9
2025-08-04 20:29,17,45,2380,81,TRUE,67,2,,,,27,Up,Not Fish,2.38,7
2025-08-04 20:40,17,45,1999,81,TRUE,68,2,,,,27,Up,Not Fish,1.99,7
2025-08-04 21:12,17,45,1666,81,TRUE,69,2,,,,27,Up,Not Fish,1.66,7
2025-08-04 21:36,17,45,1130,81,FALSE,70,2,,,,27,Down,Not Fish,1.13,7
2025-08-04 21:53,17,45,3428,81,TRUE,71,2,,,,27,Up,Not Fish,3.42,7
2025-08-04 21:55,17,45,3142,81,TRUE,72,2,,,,27,Up,Not Fish,3.14,7
2025-08-04 21:58,17,45,2380,81,TRUE,73,2,,,,27,Up,Not Fish,2.38,7
2025-08-04 22:47,17,45,571,81,FALSE,74,2,,,,27,Down,Not Fish,0.57,7
2025-08-04 22:50,17,45,1360,81,FALSE,75,2,,,,27,Down,Not Fish,1.36,7
2025-08-04 23:01,17,45,571,81,FALSE,76,2,,,,27,Down,Not Fish,0.57,7
2025-08-05 2:04,17,45,1428,81,TRUE,77,2,,,,27,Up,Not Fish,1.42,7
2025-08-05 2:05,17,45,3142,81,FALSE,78,2,,,,27,Down,Not Fish,3.14,7
2025-08-05 2:12,17,45,1237,81,TRUE,79,2,,,,27,Up,Not Fish,1.23,7
2025-08-05 3:05,17,67,674,74,FALSE,80,2,,,,40,Down,Not Fish,0.67,11
2025-08-05 3:44,17,45,190,81,FALSE,81,2,,,,27,Down,Not Fish,0.19,7
2025-08-05 4:33,17,45,1904,81,TRUE,82,2,,,,27,Up,Not Fish,1.9,7
2025-08-05 4:33,17,45,2380,81,TRUE,83,2,,,,27,Up,Not Fish,2.38,7
2025-08-05 4:40,17,45,3571,81,FALSE,84,2,,,,27,Down,Not Fish,3.57,7
2025-08-05 5:20,17,45,3333,81,FALSE,85,2,,,,27,Down,Not Fish,3.33,7
2025-08-05 12:38,17,45,1071,79,TRUE,86,2,,,,27,Up,Not Fish,1.07,8
2025-08-05 12:38,17,45,2949,80,FALSE,87,2,,,,27,Down,Not Fish,2.94,8
2025-08-05 12:39,17,45,612,81,TRUE,88,2,,,,27,Up,Not Fish,0.61,7
2025-08-05 12:39,17,45,1094,80,TRUE,89,2,,,,27,Up,Not Fish,1.09,8
2025-08-05 12:39,17,45,2976,79,TRUE,90,2,,,,27,Up,Not Fish,2.97,8
2025-08-05 12:39,17,45,452,81,FALSE,91,2,,,,27,Down,Not Fish,0.45,7
2025-08-05 12:42,17,45,1499,81,TRUE,92,2,,,,27,Up,Not Fish,1.49,7
2025-08-05 13:42,17,45,-2449,80,FALSE,93,2,,,,27,Down,Not Fish,-2.44,8
2025-08-05 13:44,17,45,507,80,TRUE,94,2,,,,27,Up,Not Fish,0.5,8
2025-08-05 13:45,17,45,888,81,TRUE,95,2,,,,27,Up,Not Fish,0.88,7
2025-08-05 13:49,17,45,5714,81,FALSE,96,2,,,,27,Down,Not Fish,5.71,7
2025-08-05 14:34,17,45,952,80,FALSE,97,2,,,,27,Down,Not Fish,0.95,8
2025-08-05 14:45,17,45,739,80,FALSE,98,2,,,,27,Down,Not Fish,0.73,8
2025-08-05 15:10,17,45,2380,80,FALSE,99,2,,,,27,Down,Not Fish,2.38,8
2025-08-05 15:10,17,45,3007,80,TRUE,100,2,,,,27,Up,Not Fish,3,8
